amount,merchant_name,date,time,weekday,holiday,temperature,station_pressure,sea_level_pressure,relative_humidity,windspeed,special_weather,timestamp,meal_course_breakfast,meal_course_lunch,meal_course_dinner,merchant_code
0.2675635276532138,学苑食堂副食三组,2022-07-03,07:14:00,7,1,0.8333333333333333,0.3066666666666684,0.28260869565217206,0.872093023255814,0.2857142857142857,1,0.0,0,0,0,24
0.1162182361733931,美食林小猪憨尼麻辣烫,2022-07-03,11:31:00,7,1,0.9259259259259258,0.2900000000000027,0.2608695652173907,0.6511627906976745,0.42857142857142855,0,0.0006020102927379867,0,0,0,0
0.45179372197309414,美食林小猪憨尼麻辣烫,2022-07-03,16:17:00,7,1,0.9444444444444444,0.240000000000002,0.2111801242235991,0.6046511627906976,0.5,0,0.0012719517080057585,0,0,0,0
0.06950672645739907,百味佳副食一组,2022-07-04,07:08:00,1,0,0.8518518518518519,0.26000000000000156,0.23602484472049667,0.872093023255814,0.2857142857142857,1,0.0033590768863263065,1,1,0,5
0.3273542600896861,百味佳副食一组,2022-07-04,12:12:00,1,0,0.9074074074074074,0.26333333333333186,0.23602484472049667,0.6976744186046511,0.2857142857142857,0,0.0040711824466086455,1,1,0,5
0.47683109118086703,学苑食堂重庆小面,2022-07-04,17:15:00,1,0,0.9074074074074074,0.23666666666666814,0.2111801242235991,0.7558139534883721,0.2857142857142857,0,0.004780945554387017,1,1,0,11
0.12929745889387145,百味佳副食一组,2022-07-05,08:43:00,2,0,0.8888888888888888,0.3100000000000023,0.28260869565217206,0.8139534883720929,0.14285714285714285,1,0.006954741475240667,1,1,0,5
0.3273542600896861,学苑食堂副食三组,2022-07-05,17:40:00,2,0,0.8888888888888888,0.26000000000000156,0.23602484472049667,0.872093023255814,0.14285714285714285,0,0.008212638468222622,1,1,0,24
0.8019431988041853,学苑食堂副食三组,2022-07-06,11:58:00,3,0,0.9814814814814814,0.2666666666666657,0.23602484472049667,0.6046511627906976,0.2857142857142857,0,0.010784651314239113,0,1,1,24
0.40209267563527656,美食林真牛铁板,2022-07-06,17:53:00,3,0,0.9074074074074074,0.26333333333333186,0.23602484472049667,0.8139534883720929,0.21428571428571427,0,0.011616221952067463,0,1,1,30
0.04521674140508221,百味佳副食一组,2022-07-07,07:35:00,4,0,0.8333333333333333,0.2566666666666677,0.23602484472049667,0.9302325581395348,0.14285714285714285,0,0.013541717907813222,1,1,0,5
0.07884902840059789,友来副食一组,2022-07-09,07:20:00,6,1,0.8518518518518519,0.13333333333333286,0.11801242236024478,0.6395348837209303,0.3571428571428571,0,0.020252844322953933,0,0,0,38
0.08445440956651719,学苑食堂副食三组,2022-07-10,07:51:00,7,1,0.8703703703703702,0.28666666666666885,0.2608695652173907,0.5930232558139534,0.2857142857142857,0,0.02369859195179913,0,0,0,24
0.06203288490284005,百味佳副食一组,2022-07-12,11:34:00,2,0,0.962962962962963,0.36666666666666714,0.33229813664596364,0.6511627906976745,0.2857142857142857,0,0.030967222062159294,1,1,0,5
0.11061285500747385,友来副食一组,2022-07-13,07:17:00,3,0,0.8518518518518519,0.26000000000000156,0.23602484472049667,0.9302325581395348,0.21428571428571427,0,0.033738343370742996,0,1,1,38
