amount,merchant_name,date,time,weekday,holiday,temperature,station_pressure,sea_level_pressure,relative_humidity,windspeed,special_weather,timestamp,meal_course_breakfast,meal_course_lunch,meal_course_dinner,merchant_code
0.021584049753063828,美食林海南鸡饭,2022-07-03,11:17:00,7,1,0.8867924528301887,0.321192052980134,0.2920634920634875,0.7586206896551724,0.38461538461538464,0,0.0,0,0,0,39
0.6178891531004207,学苑食堂香恋香拌砂锅,2022-07-07,11:35:00,4,0,0.830188679245283,0.2649006622516552,0.24126984126983686,0.9310344827586208,0.15384615384615385,1,0.013543256147556804,0,0,0,9
0.21547466617889152,学苑食堂香恋香拌砂锅,2022-07-14,17:38:00,4,0,0.7924528301886792,0.1158940397350996,0.09841269841269451,1.0,0.07692307692307693,0,0.038020968842076286,0,0,0,9
0.19718309859154928,民族餐厅铁板料理,2022-07-25,12:55:00,1,0,0.9056603773584906,0.370860927152318,0.3396825396825349,0.7011494252873562,0.23076923076923078,0,0.0744855648765963,0,0,0,19
0.2703493689409182,学苑食堂香恋香拌砂锅,2022-08-02,17:57:00,2,0,0.9811320754716981,0.3278145695364252,0.2920634920634875,0.7126436781609196,0.15384615384615385,0,0.10219556386870465,0,0,0,9
0.19718309859154928,学苑食堂香恋香拌砂锅,2022-08-03,11:21:00,3,0,1.0,0.3509933774834444,0.31428571428571317,0.7126436781609196,0.3076923076923077,0,0.10464263195767387,0,0,0,9
0.12401682824218035,学苑食堂主食二组,2022-08-03,18:09:00,3,0,0.8867924528301887,0.3443708609271532,0.31428571428571317,0.8160919540229885,0.46153846153846156,0,0.10559895741774028,0,0,0,57
0.12401682824218035,阳光小是小简餐,2022-08-04,11:45:00,4,0,0.9622641509433962,0.3278145695364252,0.2920634920634875,0.6091954022988506,0.3076923076923077,0,0.1080741527261182,0,0,0,23
0.20815803914395462,美食林陕西刀削面(川无界),2022-08-07,11:48:00,7,1,0.8490566037735849,0.16887417218542922,0.14603174603174196,0.8045977011494252,0.3076923076923077,0,0.11820698351979786,0,0,0,34
0.2703493689409182,美食林铁锅焖面,2022-08-09,16:46:00,2,0,0.9056603773584906,0.2218543046357624,0.1936507936507894,0.36781609195402304,0.5384615384615385,0,0.1256560087944507,0,0,0,47
0.2449240899945125,百味佳主食二组,2022-08-10,17:17:00,3,0,0.8867924528301887,0.19867549668873963,0.17142857142857082,0.36781609195402304,0.23076923076923078,0,0.1291039371075442,0,0,0,31
0.9090909090909091,阳光副食二组,2022-08-11,11:06:00,4,0,0.8867924528301887,0.2218543046357624,0.1936507936507894,0.471264367816092,0.3076923076923077,0,0.13160960357028273,0,0,0,15
0.6178891531004207,美食林海南鸡饭,2022-08-12,12:54:00,5,0,0.8867924528301887,0.321192052980134,0.2920634920634875,0.471264367816092,0.23076923076923078,0,0.1352380148746164,0,0,0,39
0.2118163526614231,美食林老上客砂锅,2022-08-12,22:09:00,5,0,0.7169811320754716,0.2847682119205288,0.2666666666666657,0.9310344827586208,0.15384615384615385,0,0.1365388987724856,0,0,0,16
