amount,merchant_name,date,time
12.25,美食林小猪憨尼麻辣烫,2023-02-19,18:18
33.4,紫丁香餐吧机器人收银组,2023-03-02,11:29
4.6,学苑食堂副食三组,2023-04-20,11:54
15.23,美食林海南鸡饭,2022-11-27,17:26
2.66,紫丁香餐吧机器人收银组,2023-03-02,11:02
17.0,美食林蜀香麻辣烫(川香麻辣烫),2023-03-08,12:16
12.11,阳光副食二组,2022-07-03,12:01
8.3,友来副食一组,2022-09-20,9:35
11.4,学苑食堂香恋香拌砂锅,2023-02-14,18:14
13.92,阳光副食二组,2022-11-02,17:34
25.67,阳光副食二组,2022-08-11,10:45
13.4,紫丁香餐吧机器人收银组,2023-04-24,7:02
45.36,阳光副食二组,2022-12-07,19:39
22.0,民族餐厅铁板料理,2022-09-20,10:49
15.1,美食林小猪憨尼麻辣烫,2023-02-25,17:34
9.6,学苑食堂副食三组,2022-11-25,9:46
22.4,学苑食堂副食三组,2023-03-15,11:54
8.4,紫丁香餐吧机器人收银组,2023-02-18,7:43
4.16,学苑食堂副食三组,2022-10-07,7:40
8.0,紫丁香餐吧主食一组,2022-11-30,7:10
15.0,学苑食堂香恋香拌砂锅,2023-04-19,10:19
11.97,阳光小是小简餐,2022-07-03,10:36
17.0,学苑食堂包子,2023-02-25,11:39
9.0,学苑食堂副食三组,2022-11-16,8:42
12.0,美食林陕西刀削面(川无界),2022-10-07,11:10
26.31,阳光副食二组,2022-09-17,17:27
22.5,学苑食堂副食一组,2022-07-21,11:23
24.8,学苑食堂主食二组,2023-04-03,17:14
14.0,美食林广式猪脚饭,2022-11-11,11:48
24.8,民族餐厅金家店,2022-11-07,18:08
30.4,紫丁香餐吧机器人收银组,2022-09-16,17:28
3.0,学苑食堂包子,2022-10-19,19:16
15.0,淘乐水果捞店,2023-02-07,18:09
12.0,学院食堂陕西名小吃,2023-04-25,16:48
15.41,阳光副食二组,2022-10-19,17:49
6.0,美食林肠粉,2023-04-25,12:27
15.72,紫丁香餐吧机器人收银组,2023-02-04,12:00
32.5,学苑食堂副食三组,2023-04-16,12:24
4.7,民族二餐厅五谷鲜渔粉副食二组,2022-09-26,9:38
11.7,紫丁香餐吧机器人收银组,2022-10-20,18:16
4.1,学苑食堂副食二组,2023-03-15,7:51
14.0,民族餐厅金家店,2022-11-11,11:14
10.0,阳光主食一组,2023-02-15,13:24
6.2,友来副食一组,2022-10-12,7:51
2.51,美食林老上客砂锅,2023-02-14,12:13
11.0,民族餐厅金家店,2022-08-16,18:15
27.8,美食林小猪憨尼麻辣烫,2023-04-07,17:28
16.98,学苑食堂副食一组,2023-02-28,7:51
13.0,民族餐厅金家店,2022-11-11,10:00
37.8,阳光小是小简餐,2023-03-03,17:20
12.0,阳光主食一组,2022-10-03,11:45
44.0,美食林老上客砂锅,2023-03-27,11:44
14.6,学苑食堂副食二组,2023-04-25,7:28
5.7,学苑食堂副食二组,2023-04-07,11:05
14.93,阳光副食二组,2022-10-28,17:23
12.8,学苑食堂包子,2022-11-01,12:01
8.4,友来副食一组,2022-10-06,17:56
7.0,民族餐厅山西饸饹面,2023-04-15,12:52
40.16,美食林海南鸡饭,2022-10-17,17:36
5.0,民族餐厅山西饸饹面,2022-08-19,11:53
7.4,友来副食一组,2022-10-29,7:50
20.0,美食林老上客砂锅,2022-08-11,18:19
2.97,学苑食堂副食三组,2022-10-13,18:33
24.4,民族餐厅山西饸饹面,2023-04-24,12:09
38.79,友来副食一组,2022-10-03,11:17
10.97,阳光副食二组,2022-07-11,17:39
35.73,阳光副食二组,2022-07-03,18:09
39.05,美食林老上客砂锅,2023-04-06,11:23
8.0,民族餐厅金家店,2022-10-29,17:49
2.83,友来副食一组,2022-09-30,11:13
8.0,美食林90后串炒饭,2022-10-27,11:28
11.4,紫丁香餐吧机器人收银组,2022-10-06,17:36
18.0,美食林肠粉,2023-04-09,13:18
25.0,美食林九旦西北小吃,2022-07-20,7:20
8.0,学苑食堂副食三组,2022-12-14,7:55
2.57,学苑食堂副食一组,2023-02-18,7:55
11.41,友来副食一组,2022-10-04,17:46
9.0,学苑食堂副食一组,2023-03-04,12:02
12.0,学苑食堂香恋香拌砂锅,2023-04-03,18:15
7.0,学院食堂陕西名小吃,2023-03-21,11:41
6.6,学苑食堂副食三组,2022-09-25,7:54
10.0,学苑食堂包子,2022-07-03,18:15
18.0,学苑食堂香恋香拌砂锅,2023-02-13,12:06
6.4,学苑食堂副食一组,2022-09-15,7:03
3.0,学苑食堂副食三组,2022-10-08,9:59
8.2,学苑食堂包子,2023-02-03,8:36
26.0,美食林阿咪酱骨扒肉,2023-03-24,11:39
18.4,美食林铁锅焖面,2023-03-14,17:29
12.14,回味斋一餐厅副食一组,2022-11-24,17:22
4.4,紫丁香餐吧机器人收银组,2023-04-01,9:31
2.87,学苑食堂副食三组,2022-08-07,17:34
10.0,学院食堂陕西名小吃,2022-11-15,18:14
16.0,美食林肠粉,2022-08-24,17:28
5.3,学院食堂陕西名小吃,2023-03-14,18:47
14.0,阳光副食二组,2023-03-22,17:34
11.4,友来副食一组,2022-10-29,7:50
3.2,学苑食堂副食三组,2022-10-16,7:47
9.0,学苑食堂香恋香拌砂锅,2022-11-03,11:55
12.0,民族餐厅金家店,2022-11-03,12:11
4.4,紫丁香餐吧机器人收银组,2023-03-23,11:55
9.34,阳光小是小简餐,2023-03-17,7:42
12.88,阳光副食二组,2022-09-01,17:05
13.83,学苑食堂副食三组,2022-10-16,17:21
36.1,百味佳副食一组,2022-11-05,11:57
14.0,美食林肠粉,2023-04-23,11:42
46.73,美食林小猪憨尼麻辣烫,2023-03-11,12:15
12.6,民族餐厅山西饸饹面,2023-03-23,11:44
33.0,淘乐水果捞店,2022-10-04,7:08
32.6,阳光副食二组,2022-10-11,12:28
15.5,学苑食堂副食三组,2022-11-03,11:59
16.4,美食林小猪憨尼麻辣烫,2023-04-24,11:57
18.4,友来副食一组,2023-04-24,7:04
2.7,紫丁香餐吧副食一组（中西套餐）,2022-07-27,17:43
19.49,民族餐厅山西饸饹面,2023-04-25,12:11
22.0,紫丁香餐吧主食一组,2022-11-07,11:27
4.0,民族餐厅山西饸饹面,2022-10-16,11:55
5.6,学苑食堂副食三组,2023-04-19,6:56
15.4,阳光副食二组,2022-09-19,17:30
11.0,学苑食堂副食三组,2022-10-11,18:18
20.0,学苑食堂副食一组,2023-04-21,11:50
3.4,紫丁香餐吧机器人收银组,2022-10-26,11:17
37.7,阳光小是小简餐,2023-02-07,17:26
8.0,学苑食堂副食三组,2022-09-22,19:38
17.4,阳光副食二组,2022-11-09,17:04
43.87,阳光小是小简餐,2022-09-25,9:06
27.0,学院食堂陕西名小吃,2023-02-28,18:09
15.8,紫丁香餐吧机器人收银组,2022-10-12,12:42
13.77,学苑食堂包子,2022-10-07,21:32
14.6,美食林海南鸡饭,2022-11-27,11:10
17.0,民族餐厅山西饸饹面,2023-04-01,11:42
2.68,学院食堂陕西名小吃,2023-04-20,17:37
49.96,学苑食堂香恋香拌砂锅,2023-03-13,19:26
15.35,友来副食一组,2022-11-16,7:53
4.0,民族餐厅铁板料理,2022-08-17,11:20
25.2,学苑食堂副食一组,2022-10-01,17:47
3.8,学苑食堂副食一组,2022-09-07,19:45
8.0,学苑食堂副食三组,2022-10-29,11:34
16.0,美食林东农豆坊,2023-03-26,11:30
10.0,民族餐厅山西饸饹面,2023-03-26,19:02
6.6,友来副食一组,2022-11-03,7:52
17.0,美食林肠粉,2023-02-16,17:39
13.8,学院食堂陕西名小吃,2022-07-10,11:23
17.14,阳光小是小简餐,2022-12-28,18:20
6.32,紫丁香餐吧副食一组（中西套餐）,2023-03-10,17:23
4.4,友来副食一组,2022-09-16,7:53
13.23,紫丁香餐吧机器人收银组,2022-07-03,7:29
24.87,阳光副食二组,2022-07-16,17:26
13.56,学苑食堂香恋香拌砂锅,2023-02-05,17:33
8.4,友来副食一组,2022-09-23,7:53
8.5,学苑食堂包子,2022-11-01,11:58
6.0,学苑食堂包子,2022-11-16,11:45
13.0,阳光副食二组,2023-03-23,17:19
12.8,紫丁香餐吧主食一组,2023-02-22,19:18
14.0,民族餐厅金家店,2023-02-10,10:56
7.0,学院食堂陕西名小吃,2022-12-12,11:41
34.8,学苑食堂副食三组,2022-10-13,7:31
22.0,阳光萌锅蒸饭,2023-02-03,14:35
11.0,民族餐厅金家店,2022-08-18,11:39
14.8,紫丁香餐吧机器人收银组,2022-09-23,11:23
15.0,学苑食堂主食三组（面条）,2022-11-02,9:48
6.0,学苑食堂包子,2023-02-07,17:30
47.4,紫丁香餐吧机器人收银组,2022-07-03,11:41
6.6,学院食堂陕西名小吃,2022-11-28,17:19
4.2,学苑食堂副食二组,2023-03-19,7:53
17.0,友来小猪憨尼麻辣烫,2023-02-03,17:56
3.0,学苑食堂副食三组,2022-09-17,11:00
7.2,友来副食一组,2022-09-16,7:42
19.0,学苑食堂包子,2022-09-08,17:33
15.0,美食林老上客砂锅,2022-11-19,7:18
15.3,紫丁香餐吧机器人收银组,2022-11-04,12:10
19.0,美食林老上客砂锅,2023-04-25,20:12
14.21,阳光副食二组,2022-07-03,19:03
6.0,学苑食堂副食三组,2023-03-05,8:53
16.0,学院食堂陕西名小吃,2023-03-03,12:02
22.6,紫丁香餐吧机器人收银组,2023-02-23,7:04
9.0,阳光主食一组,2022-11-10,11:22
14.4,学苑食堂副食三组,2023-02-02,13:34
10.0,学苑食堂香恋香拌砂锅,2023-02-03,17:24
8.4,美食林小猪憨尼麻辣烫,2023-02-13,10:25
19.0,民族餐厅山西饸饹面,2023-04-05,18:02
33.83,紫丁香餐吧机器人收银组,2023-04-17,18:19
45.0,美食林蜀香麻辣烫(川香麻辣烫),2023-04-15,17:41
14.21,阳光小是小简餐,2022-09-27,7:31
35.1,美食林那小味面馆,2022-08-25,13:14
14.0,阳光小是小简餐,2023-03-09,17:27
15.0,美食林老上客砂锅,2023-02-15,17:20
12.0,民族餐厅铁板料理,2023-02-22,7:19
7.4,友来副食一组,2022-10-10,7:46
2.91,学院食堂陕西名小吃,2023-02-15,19:29
17.0,民族餐厅山西饸饹面,2023-03-09,17:20
34.44,美食林小猪憨尼麻辣烫,2023-04-23,17:24
7.7,紫丁香餐吧机器人收银组,2023-03-26,11:52
23.84,学子副食一组,2023-02-09,17:33
6.0,学苑食堂副食三组,2023-04-03,17:51
4.8,紫丁香餐吧主食一组,2022-11-19,7:56
6.0,学苑食堂副食三组,2023-04-20,16:53
22.17,紫丁香餐吧机器人收银组,2022-07-19,7:46
13.4,学苑食堂副食三组,2022-10-21,12:04
2.88,学苑食堂副食三组,2022-10-14,11:45
13.0,阳光川蜀源烤鱼,2022-09-26,11:45
4.7,学苑食堂香恋香拌砂锅,2023-02-14,7:56
31.0,美食林榆林镇筋饼,2023-02-15,17:26
14.8,阳光副食二组,2022-11-20,18:57
16.08,阳光副食二组,2022-11-17,18:02
4.7,学苑食堂副食二组,2023-04-09,7:54
5.7,学苑食堂副食三组,2022-11-02,11:51
8.7,学苑食堂副食三组,2022-07-03,7:59
18.0,学苑食堂包子,2023-04-15,17:22
9.2,友来副食一组,2022-09-04,7:55
22.35,学苑食堂副食三组,2022-09-06,17:44
8.4,学苑食堂副食二组,2023-04-11,17:43
6.6,学苑食堂包子,2023-03-22,11:55
12.0,阳光主食一组,2022-07-03,18:16
38.5,美食林肠粉,2023-03-03,12:13
11.0,学苑食堂香恋香拌砂锅,2022-11-13,11:28
16.87,阳光副食二组,2022-09-09,17:05
24.8,学苑食堂包子,2023-02-09,11:44
14.65,阳光副食二组,2022-10-13,17:29
16.3,学苑食堂副食一组,2023-03-12,7:52
37.8,学苑食堂副食三组,2022-09-23,12:16
14.0,学苑食堂主食二组,2022-12-03,9:45
6.4,友来副食一组,2022-09-19,7:50
34.0,民族餐厅旋转小火锅,2022-10-04,16:47
27.5,美食林小猪憨尼麻辣烫,2023-04-14,18:09
14.0,美食林90后串炒饭,2023-04-04,18:13
15.69,美食林海南鸡饭,2023-03-13,11:58
14.24,阳光副食二组,2022-09-14,9:08
50.21,美食林肠粉,2023-03-26,11:50
6.9,紫丁香餐吧副食一组（中西套餐）,2023-04-13,6:55
20.0,美食林老上客砂锅,2022-10-18,17:29
18.0,美食林90后串炒饭,2022-10-03,18:33
51.0,紫丁香餐吧主食一组,2023-04-03,13:00
13.0,学院食堂陕西名小吃,2023-04-22,17:34
11.88,阳光副食二组,2022-11-09,17:21
11.7,民族餐厅铁板料理,2023-04-24,11:16
41.0,紫丁香餐吧副食一组（中西套餐）,2023-02-09,18:11
4.4,友来副食一组,2022-09-22,7:50
16.5,友来副食一组,2022-11-28,11:53
6.2,学苑食堂副食三组,2022-10-25,7:54
4.4,学苑食堂副食三组,2022-12-06,9:13
8.0,学苑食堂香恋香拌砂锅,2022-11-16,11:55
