amount,merchant_name,date,time
14.0,美食林肠粉,2023-04-04,12:20
11.84,紫丁香餐吧机器人收银组,2023-03-03,11:11
11.0,学苑食堂副食三组,2022-10-15,17:53
11.14,紫丁香餐吧机器人收银组,2023-04-25,9:09
7.37,阳光副食二组,2023-02-24,19:23
3.0,民族餐厅铁板料理,2023-04-25,11:58
17.0,美食林蜀香麻辣烫(川香麻辣烫),2023-04-25,11:23
23.0,民族餐厅金家店,2022-11-14,17:28
21.7,美食林小猪憨尼麻辣烫,2022-08-01,9:32
17.0,阳光主食一组,2023-03-15,12:09
15.4,友来副食一组,2022-10-01,17:41
17.44,阳光副食二组,2022-10-01,17:25
16.0,美食林肠粉,2023-04-16,12:13
23.8,紫丁香餐吧机器人收银组,2023-03-21,11:59
50.85,学苑食堂副食二组,2023-03-19,8:13
14.4,紫丁香餐吧机器人收银组,2022-11-10,17:18
14.5,学苑食堂副食三组,2023-04-04,11:49
14.42,阳光副食二组,2022-11-16,17:25
11.52,美食林陕西刀削面(川无界),2022-11-14,7:38
12.98,阳光副食二组,2022-07-26,11:51
6.5,学苑食堂副食三组,2022-10-04,17:24
32.67,友来副食一组,2022-11-14,11:16
24.38,阳光副食二组,2022-09-05,16:59
21.8,美食林老上客砂锅,2022-10-11,18:09
12.0,学苑食堂香恋香拌砂锅,2023-03-14,12:11
9.6,学苑食堂主食二组,2022-10-20,12:13
14.36,阳光副食二组,2022-10-29,17:35
11.42,阳光副食二组,2022-07-03,18:17
27.6,学苑食堂包子,2022-09-25,17:38
32.22,阳光小是小简餐,2023-04-08,16:55
4.6,友来副食一组,2023-03-26,7:52
11.12,阳光副食二组,2022-10-12,17:53
16.04,阳光萌锅蒸饭,2022-11-25,19:22
3.8,学苑食堂副食三组,2022-09-06,7:54
9.0,阳光川蜀源烤鱼,2022-09-22,17:53
17.09,淘乐水果捞店,2022-07-03,12:25
9.0,学苑食堂副食三组,2022-09-23,12:08
10.83,阳光小是小简餐,2023-04-25,18:14
15.0,学苑食堂香恋香拌砂锅,2022-11-12,16:47
7.6,学苑食堂副食三组,2023-02-01,7:54
33.4,友来副食一组,2022-11-17,7:50
24.02,美食林铁锅焖面,2022-10-29,17:23
3.4,友来副食一组,2022-09-04,7:55
12.81,阳光副食二组,2022-09-21,17:47
31.0,美食林肠粉,2023-02-22,18:31
12.0,美食林小猪憨尼麻辣烫,2023-02-14,17:43
21.27,阳光小是小简餐,2023-04-20,17:26
8.0,友来副食一组,2022-10-23,7:55
39.0,学苑食堂副食三组,2022-09-19,11:43
7.1,友来副食一组,2022-09-06,7:56
16.0,美食林90后串炒饭,2022-09-04,19:54
7.6,美食林小猪憨尼麻辣烫,2022-10-16,17:11
16.17,阳光副食二组,2022-10-19,17:49
17.0,淘乐水果捞店,2023-04-17,17:27
13.0,美食林铁锅焖面,2023-03-19,16:53
13.0,美食林肠粉,2023-04-10,11:44
37.72,学苑食堂副食三组,2022-11-21,11:55
11.0,一区饺子园主食一组,2022-11-20,17:53
10.0,美食林90后串炒饭,2023-02-16,11:37
19.0,学院食堂陕西名小吃,2023-03-02,7:34
18.0,美食林老上客砂锅,2022-12-06,12:01
14.32,阳光副食二组,2022-12-04,7:29
17.0,学苑食堂包子,2022-10-01,17:30
12.0,阳光川蜀源烤鱼,2022-11-10,17:16
32.0,学苑食堂香恋香拌砂锅,2023-04-09,12:31
2.91,紫丁香餐吧副食一组（中西套餐）,2022-11-06,14:26
33.0,学苑食堂副食一组,2023-02-27,7:00
13.4,紫丁香餐吧机器人收银组,2022-09-04,18:52
12.0,学苑食堂副食三组,2023-03-04,17:24
14.0,学院食堂陕西名小吃,2023-03-22,18:05
12.12,美食林海南鸡饭,2022-09-03,17:52
8.6,友来副食一组,2022-09-07,7:52
17.7,美食林小猪憨尼麻辣烫,2023-04-22,11:48
10.0,学苑食堂主食三组（面条）,2023-03-06,10:04
17.8,美食林阿咪酱骨扒肉,2023-02-14,11:49
17.0,学院食堂陕西名小吃,2023-03-02,17:28
10.03,美食林小猪憨尼麻辣烫,2022-11-03,17:32
30.0,学院食堂陕西名小吃,2023-03-04,12:06
4.6,学苑食堂副食一组,2023-04-02,10:48
12.0,美食林广式猪脚饭,2022-12-20,10:19
9.6,学苑食堂副食三组,2022-09-22,7:48
17.0,学苑食堂副食一组,2023-03-15,14:59
2.68,学苑食堂副食三组,2022-09-19,18:17
18.0,阳光主食一组,2022-11-21,18:09
7.0,学苑食堂副食三组,2023-03-22,16:58
17.34,阳光副食二组,2022-08-10,17:42
43.0,阳光主食一组,2022-12-26,12:13
14.38,紫丁香餐吧机器人收银组,2022-10-26,18:27
8.7,学苑食堂副食二组,2023-02-18,7:56
8.9,学苑食堂副食三组,2022-10-12,7:49
