amount,merchant_name,date,time
11.06,美食林广式猪脚饭,2023-03-11,18:02
3.0,学苑食堂香恋香拌砂锅,2022-11-16,12:16
7.0,学苑食堂副食三组,2022-09-17,9:14
15.04,阳光副食二组,2022-10-01,18:51
14.6,学苑食堂副食三组,2023-03-24,12:10
29.4,阳光副食二组,2023-03-21,11:40
32.0,民族餐厅山西饸饹面,2022-11-12,17:30
17.0,阳光川蜀源烤鱼,2022-10-18,7:25
8.0,学苑食堂副食三组,2023-02-21,11:48
15.56,学苑食堂香恋香拌砂锅,2023-03-03,11:56
13.04,学苑食堂副食一组,2023-04-03,17:15
3.5,阳光川蜀源烤鱼,2022-09-23,7:47
4.6,学苑食堂副食三组,2023-04-14,7:42
22.0,民族餐厅金家店,2023-02-08,17:33
15.4,紫丁香餐吧机器人收银组,2022-09-20,12:15
4.0,学苑食堂副食三组,2023-02-13,21:09
10.4,美食林小猪憨尼麻辣烫,2022-10-16,11:57
12.78,美食林小猪憨尼麻辣烫,2022-10-10,17:05
4.6,学苑食堂副食二组,2023-04-16,7:48
4.3,学苑食堂主食二组,2023-03-03,20:57
14.4,紫丁香餐吧机器人收银组,2023-02-08,11:45
12.0,学苑食堂香恋香拌砂锅,2022-12-18,8:12
14.3,学苑食堂副食一组,2022-09-26,13:21
4.0,民族餐厅山西饸饹面,2023-04-17,8:01
14.0,学院食堂陕西名小吃,2023-03-22,17:53
26.0,民族餐厅金家店,2022-11-23,17:22
29.0,民族餐厅金家店,2022-10-04,17:04
5.5,紫丁香餐吧副食一组（中西套餐）,2023-03-07,12:04
9.9,友来副食一组,2022-09-07,12:59
14.4,紫丁香餐吧机器人收银组,2022-11-09,11:54
26.0,学苑食堂副食三组,2022-10-02,11:09
17.0,民族餐厅金家店,2022-11-30,18:18
12.29,阳光副食二组,2022-09-16,11:21
19.0,学院食堂陕西名小吃,2022-09-03,18:13
10.62,美食林小猪憨尼麻辣烫,2023-04-24,17:34
11.0,美食林肠粉,2023-02-28,17:05
4.0,美食林肠粉,2023-04-09,11:40
8.1,紫丁香餐吧机器人收银组,2022-09-02,11:20
13.31,阳光副食二组,2022-09-24,17:58
17.1,友来副食一组,2022-08-27,7:55
19.4,紫丁香餐吧机器人收银组,2022-07-03,11:57
17.8,紫丁香餐吧机器人收银组,2023-03-11,11:59
11.0,学苑食堂副食三组,2022-09-04,16:52
15.0,民族餐厅山西饸饹面,2022-11-01,21:38
15.55,阳光副食二组,2022-11-14,16:41
12.0,学苑食堂副食三组,2022-08-16,18:06
4.1,美食林阿咪酱骨扒肉,2023-03-24,7:42
34.0,学苑食堂副食三组,2023-02-09,12:22
14.0,紫丁香餐吧机器人收银组,2022-11-30,11:35
47.0,学院食堂陕西名小吃,2023-02-13,11:29
3.0,学苑食堂副食二组,2023-03-16,7:59
22.04,学院食堂陕西名小吃,2022-09-15,17:39
4.0,学苑食堂副食三组,2022-09-11,9:33
10.0,学院食堂陕西名小吃,2023-04-01,18:17
11.88,阳光副食二组,2022-08-25,10:53
16.0,学苑食堂副食三组,2023-03-03,11:43
22.6,学苑食堂副食三组,2022-09-02,17:14
12.04,美食林老上客砂锅,2022-10-29,18:02
26.22,学苑食堂副食三组,2022-07-03,8:36
29.9,美食林小猪憨尼麻辣烫,2022-11-18,11:53
9.0,美食林东农豆坊,2023-04-25,12:31
19.0,阳光川蜀源烤鱼,2023-03-07,12:26
3.9,学苑食堂副食二组,2023-02-15,7:53
15.24,阳光副食二组,2022-11-13,14:40
4.5,阳光主食一组,2022-10-26,13:37
13.87,学苑食堂包子,2022-07-03,19:56
21.0,学苑食堂主食二组,2023-04-12,12:05
9.0,学苑食堂副食三组,2022-10-13,11:59
13.4,友来副食一组,2022-09-10,7:53
15.0,美食林老上客砂锅,2023-03-07,17:06
14.81,美食林小猪憨尼麻辣烫,2022-10-13,16:43
15.73,阳光副食二组,2022-09-28,17:44
17.0,学苑食堂副食三组,2022-09-17,11:20
24.6,学苑食堂副食二组,2023-04-25,11:21
14.0,美食林阿咪酱骨扒肉,2023-04-21,11:58
11.0,学苑食堂副食三组,2022-11-10,17:39
8.2,学苑食堂包子,2023-04-13,16:54
11.0,美食林那小味面馆,2023-02-21,18:13
10.0,学苑食堂香恋香拌砂锅,2022-08-20,10:21
25.0,民族餐厅铁板料理,2022-07-03,10:46
4.4,学苑食堂副食一组,2023-04-14,7:43
15.0,学苑食堂副食一组,2022-09-05,20:53
14.0,学苑食堂副食三组,2023-03-07,17:36
14.0,美食林阿咪酱骨扒肉,2022-12-01,12:31
13.0,民族餐厅山西饸饹面,2022-11-30,17:33
16.93,美食林小猪憨尼麻辣烫,2022-11-20,17:06
21.4,美食林小猪憨尼麻辣烫,2022-10-12,18:19
42.4,紫丁香餐吧机器人收银组,2022-12-14,17:43
14.4,阳光主食一组,2022-11-24,20:10
15.59,阳光副食二组,2022-09-18,17:41
18.4,紫丁香餐吧机器人收银组,2022-09-02,17:16
12.6,学苑食堂副食三组,2023-02-19,9:02
14.0,学苑食堂副食一组,2023-04-19,17:29
7.6,紫丁香餐吧机器人收银组,2022-11-11,14:40
15.0,学苑食堂包子,2022-11-11,9:08
26.4,美食林小猪憨尼麻辣烫,2023-04-20,11:26
17.0,阳光川蜀源烤鱼,2022-11-02,11:40
16.0,美食林老上客砂锅,2022-10-04,16:41
10.0,阳光主食一组,2023-04-06,17:19
8.4,紫丁香餐吧机器人收银组,2023-02-16,13:31
6.2,学子副食一组,2022-11-23,7:47
16.4,紫丁香餐吧机器人收银组,2022-10-28,7:55
5.69,学苑食堂副食三组,2023-04-24,7:50
10.6,阳光川蜀源烤鱼,2022-07-03,16:23
2.6,学苑食堂副食二组,2023-04-08,7:53
26.2,紫丁香餐吧机器人收银组,2023-02-27,10:59
21.0,友来副食一组,2022-10-16,12:23
