amount,merchant_name,date,time
10.02,紫丁香餐吧主食一组,2023-03-04,16:46
8.0,学苑食堂副食三组,2022-12-25,9:32
13.0,学苑食堂香恋香拌砂锅,2023-03-11,11:45
11.88,阳光副食二组,2023-04-17,18:16
5.22,百味佳副食一组,2023-04-17,7:51
6.7,一区饺子园凉菜组,2023-03-23,17:48
6.85,学苑食堂包子,2023-03-02,9:28
12.2,学苑食堂包子,2022-07-25,9:52
17.0,学苑食堂香恋香拌砂锅,2023-03-22,17:04
2.32,学苑食堂包子,2023-03-02,8:57
19.0,民族餐厅山西饸饹面,2022-10-04,19:12
11.2,美食林阿咪酱骨扒肉,2023-04-25,17:06
17.9,学苑食堂包子,2023-03-04,7:34
3.0,美食林九旦西北小吃,2022-07-11,17:49
13.0,紫丁香餐吧主食一组,2023-03-08,11:53
11.22,阳光副食二组,2023-02-03,12:39
9.0,民族餐厅山西饸饹面,2022-07-18,12:12
26.0,一区饺子园主食一组,2023-03-11,17:26
5.0,一区饺子园面条组,2022-11-22,7:34
7.25,阳光副食二组,2022-07-16,11:20
12.62,学苑食堂香恋香拌砂锅,2022-12-02,11:54
14.1,一区饺子园面条组,2022-08-02,11:42
7.6,学苑食堂副食三组,2022-11-28,12:46
11.0,民族餐厅山西饸饹面,2022-10-08,17:24
2.45,学苑食堂包子,2022-09-20,7:35
15.0,学苑食堂铁锅焖面,2022-11-05,10:53
6.6,学苑食堂包子,2022-09-26,7:37
14.0,美食林广式猪脚饭,2022-09-07,18:42
12.0,民族餐厅山西饸饹面,2022-11-23,12:24
16.0,民族餐厅金家店,2022-08-13,7:34
10.5,阳光副食二组,2023-04-25,11:26
18.0,阳光广式猪脚饭,2022-09-04,13:02
11.42,阳光副食二组,2022-10-21,12:28
7.4,美食林东农豆坊,2023-03-03,8:05
8.0,一区饺子园面条组,2022-09-28,18:45
2.88,百味佳副食一组,2022-08-01,9:19
7.27,一区饺子园凉菜组,2023-03-01,8:01
12.0,紫丁香餐吧机器人收银组,2022-11-07,17:54
16.0,民族餐厅金家店,2023-03-14,11:53
10.0,民族餐厅山西饸饹面,2022-07-06,12:22
16.0,阳光广式猪脚饭,2022-11-05,10:27
12.0,友来美好米线馄饨,2022-07-22,11:22
13.38,阳光副食二组,2023-04-23,11:56
12.82,学苑食堂包子,2022-07-26,8:04
14.0,美食林肠粉,2023-03-25,17:55
13.62,淘乐水果捞店,2023-04-21,18:33
8.0,民族餐厅山西饸饹面,2022-07-03,11:56
17.8,学苑食堂包子,2022-11-07,9:14
26.0,学苑食堂重庆小面,2022-10-03,11:44
7.0,学苑食堂副食三组,2023-03-30,11:56
2.6,民族餐厅金家店,2023-03-02,9:34
12.74,民族餐厅金家店,2023-03-10,18:44
11.2,百味佳副食一组,2023-03-19,12:14
16.0,阳光副食二组,2022-09-15,17:46
16.0,阳光广式猪脚饭,2023-04-17,11:51
11.0,美食林那小味面馆,2023-03-30,11:54
16.0,阳光广式猪脚饭,2022-07-06,11:35
8.6,学苑食堂包子,2023-04-22,7:58
16.0,美食林肠粉,2023-03-27,17:56
15.0,阳光广式猪脚饭,2023-03-10,10:59
12.0,美食林陕西刀削面(罐罐面),2022-07-18,11:54
12.0,学苑食堂香恋香拌砂锅,2022-11-09,12:13
17.0,紫丁香餐吧主食一组,2023-03-22,12:07
4.0,学子副食一组,2023-03-08,9:16
7.0,百味佳副食一组,2023-04-02,8:07
24.3,学子副食一组,2023-02-14,18:00
12.0,淘乐水果捞店,2023-03-23,19:12
10.54,阳光副食二组,2023-03-17,10:36
5.0,美食林川蜀源烤鱼,2023-03-08,11:12
2.45,学子副食一组,2023-03-06,17:06
15.2,学苑食堂包子,2023-03-03,9:17
40.88,民族餐厅山西饸饹面,2022-12-19,19:12
10.0,民族餐厅山西饸饹面,2022-11-02,18:34
5.6,学苑食堂包子,2023-03-26,9:35
10.0,民族餐厅山西饸饹面,2022-09-08,17:46
10.0,民族餐厅山西饸饹面,2022-09-04,17:33
6.0,民族餐厅山西饸饹面,2023-03-11,19:13
7.85,一区饺子园凉菜组,2023-02-26,17:08
12.91,阳光副食二组,2023-04-25,13:02
6.0,学苑食堂主食三组（面条）,2022-07-18,12:26
12.0,美食林肠粉,2023-02-24,12:06
3.95,百味佳副食一组,2023-03-23,7:36
12.0,紫丁香餐吧主食一组,2023-03-14,17:34
16.0,民族餐厅金家店,2023-04-09,17:42
12.0,民族餐厅山西饸饹面,2022-08-23,11:41
7.34,一区饺子园凉菜组,2023-03-26,12:05
14.0,学苑食堂香恋香拌砂锅,2023-03-17,11:54
17.3,学苑食堂包子,2022-12-27,12:35
2.63,学苑食堂副食三组,2022-11-17,11:21
17.8,学苑食堂包子,2022-07-03,12:46
43.4,美食林九旦西北小吃,2022-09-26,11:31
12.0,淘乐水果捞店,2023-03-08,11:46
17.0,美食林肠粉,2023-03-09,17:38
10.0,学苑食堂副食三组,2022-11-14,18:29
5.6,友来美好米线馄饨,2022-10-08,11:16
8.0,一区饺子园凉菜组,2023-04-14,11:04
9.0,友来美好米线馄饨,2022-09-04,18:10
2.31,学苑食堂副食三组,2023-02-03,18:00
16.0,美食林肠粉,2023-04-06,18:07
9.0,一区饺子园凉菜组,2023-02-04,17:37
7.6,一区饺子园凉菜组,2022-07-05,17:26
30.0,民族餐厅山西饸饹面,2022-08-12,17:08
22.0,友来朝鲜风味,2022-09-16,11:14
18.0,民族餐厅山西饸饹面,2023-03-02,19:05
18.0,一区饺子园主食二组,2023-02-03,11:53
16.0,美食林肠粉,2023-03-08,17:36
7.1,美食林广式猪脚饭,2022-10-04,11:52
16.0,美食林肠粉,2023-03-16,17:56
13.0,民族餐厅山西饸饹面,2022-10-18,11:49
12.0,民族餐厅金家店,2023-03-10,12:22
11.0,民族餐厅山西饸饹面,2022-10-24,16:52
24.0,阳光广式猪脚饭,2022-10-07,12:23
10.0,美食林川蜀源烤鱼,2023-03-04,18:24
3.28,淘乐水果捞店,2023-02-12,11:25
14.4,阳光广式猪脚饭,2022-07-03,11:56
10.0,民族餐厅山西饸饹面,2022-09-14,17:47
9.47,学苑食堂副食三组,2022-11-09,18:31
18.0,阳光广式猪脚饭,2022-08-10,12:14
12.0,友来美好米线馄饨,2022-11-11,17:47
12.84,美食林那小味面馆,2023-03-16,12:03
15.0,美食林肠粉,2023-03-30,16:42
9.72,百味佳副食一组,2023-03-11,9:47
