amount,merchant_name,date,time
5.0,美食林九旦西北小吃,2022-12-29,18:04
12.0,美食林肠粉,2023-02-10,18:05
36.0,美食林阿咪酱骨扒肉,2022-07-05,12:04
12.0,友来朝鲜风味,2022-09-05,11:08
10.05,学子副食一组,2023-02-03,7:36
15.67,民族餐厅山西饸饹面,2022-09-14,12:18
10.0,民族餐厅山西饸饹面,2022-09-28,17:58
2.46,百味佳副食一组,2023-03-06,9:36
12.78,阳光川蜀源烤鱼,2022-09-07,11:48
10.0,紫丁香餐吧主食一组,2023-02-09,12:16
6.9,学苑食堂包子,2023-03-21,8:21
3.1,民族餐厅山西饸饹面,2023-02-21,18:40
10.0,民族餐厅山西饸饹面,2022-10-25,18:01
17.0,阳光副食二组,2023-02-02,11:56
7.85,百味佳副食一组,2023-04-25,8:02
26.4,一区饺子园凉菜组,2023-02-18,17:53
15.0,学苑食堂香恋香拌砂锅,2022-07-23,12:27
9.0,学苑食堂包子,2022-11-27,18:40
14.61,学苑食堂香恋香拌砂锅,2023-03-29,12:24
11.0,民族餐厅山西饸饹面,2022-11-02,10:31
5.55,美食林肠粉,2023-03-30,19:00
7.4,淘乐水果捞店,2023-02-26,17:35
13.24,美食林肠粉,2023-03-05,17:41
7.6,学苑食堂包子,2022-11-30,12:14
32.0,紫丁香餐吧主食一组,2023-03-09,11:52
12.0,一区饺子园主食二组,2023-03-29,18:16
13.8,学苑食堂包子,2022-09-03,7:42
10.8,阳光副食二组,2023-04-25,18:36
8.0,学苑食堂主食三组（面条）,2023-04-25,17:53
32.0,学苑食堂香恋香拌砂锅,2022-12-17,12:08
10.0,民族餐厅山西饸饹面,2022-11-05,17:30
5.6,学苑食堂主食三组（面条）,2023-03-29,11:14
13.38,学苑食堂香恋香拌砂锅,2023-04-22,12:40
5.7,百味佳副食一组,2022-10-07,10:51
13.87,学苑食堂主食三组（面条）,2022-12-18,12:20
12.0,学苑食堂香恋香拌砂锅,2022-09-13,12:19
10.0,民族餐厅山西饸饹面,2022-07-25,11:48
2.33,民族餐厅山西饸饹面,2023-02-03,17:52
11.12,阳光副食二组,2023-04-25,16:55
15.0,美食林陕西刀削面(罐罐面),2022-08-05,12:23
15.0,百味佳副食一组,2023-02-27,17:31
16.0,民族餐厅山西饸饹面,2022-11-22,11:42
31.0,民族餐厅山西饸饹面,2022-07-13,19:13
11.0,民族餐厅山西饸饹面,2022-09-24,16:51
16.0,一区饺子园主食一组,2022-10-04,12:20
12.0,一区饺子园主食一组,2022-11-26,11:43
11.44,阳光副食二组,2022-11-21,12:25
15.0,阳光广式猪脚饭,2023-04-11,10:24
12.0,美食林陕西刀削面(罐罐面),2022-09-25,12:38
11.25,百味佳副食一组,2023-03-01,11:39
15.0,美食林90后串炒饭,2022-07-03,17:45
14.0,美食林陕西刀削面(罐罐面),2022-07-15,17:15
10.0,民族餐厅山西饸饹面,2022-09-28,13:10
15.0,一区饺子园主食一组,2022-10-13,11:55
46.63,美食林那小味面馆,2023-04-06,18:27
6.5,学苑食堂副食三组,2023-02-10,11:53
8.2,学苑食堂包子,2023-02-16,9:52
4.2,一区饺子园主食二组,2023-03-05,18:38
11.0,学苑食堂副食三组,2022-08-03,18:06
9.0,百味佳副食一组,2022-07-04,11:56
3.52,学苑食堂重庆小面,2023-03-20,7:34
5.0,一区饺子园主食一组,2022-10-05,12:24
26.0,阳光川蜀源烤鱼,2022-10-28,12:08
10.0,民族餐厅山西饸饹面,2022-08-04,11:51
15.0,美食林90后串炒饭,2022-11-04,11:50
16.0,一区饺子园凉菜组,2023-03-17,11:47
16.0,美食林90后串炒饭,2022-12-21,12:29
11.42,阳光副食二组,2022-11-05,12:26
42.0,学苑食堂副食三组,2023-03-15,16:53
15.0,学苑食堂副食三组,2022-09-05,12:20
4.2,学苑食堂主食三组（面条）,2023-04-24,8:57
16.0,学苑食堂包子,2023-04-07,11:31
36.52,美食林广式猪脚饭,2022-10-08,12:19
12.0,美食林陕西刀削面(川无界),2023-03-25,10:57
4.8,友来美好米线馄饨,2022-08-03,8:46
6.92,学苑食堂包子,2023-04-21,7:41
11.7,阳光副食二组,2022-07-30,11:46
20.0,美食林90后串炒饭,2022-08-30,11:08
