amount,merchant_name,date,time
12.0,美食林真牛铁板,2022-09-30,17:49
3.75,百味佳副食一组,2023-02-18,8:53
13.6,百味佳副食一组,2022-11-26,8:36
12.0,民族餐厅山西饸饹面,2023-04-24,17:11
10.0,紫丁香餐吧机器人收银组,2023-03-05,11:37
12.0,民族餐厅铁板料理,2022-08-28,11:57
4.2,百味佳副食一组,2022-09-09,7:22
15.0,阳光广式猪脚饭,2022-10-11,11:57
13.0,民族餐厅铁板料理,2022-09-04,12:19
22.4,百味佳副食一组,2023-04-24,7:11
12.0,紫丁香餐吧机器人收银组,2023-03-06,17:38
5.1,百味佳副食一组,2023-04-15,12:01
5.0,百味佳副食一组,2022-07-27,7:35
12.2,百味佳主食二组,2023-04-25,11:40
2.44,百味佳副食一组,2022-07-03,11:51
12.4,百味佳展销组,2023-03-16,17:02
16.4,友来副食一组,2022-09-16,7:34
15.7,学院食堂陕西名小吃,2022-07-14,11:43
19.0,骄子园主食一组,2022-10-14,11:52
5.1,友来副食一组,2022-10-28,8:36
12.0,美食林川蜀源烤鱼,2023-04-25,11:44
4.35,百味佳展销组,2023-04-21,7:10
15.0,美食林庆丰黄焖鸡扣碗饭,2023-04-21,7:09
18.0,百味佳展销组,2022-11-03,16:40
16.75,百味佳展销组,2022-11-22,8:12
4.35,友来副食一组,2022-10-03,9:01
3.6,学苑食堂副食三组,2022-11-21,7:46
2.1,百味佳副食一组,2023-02-14,7:29
4.35,友来副食一组,2022-07-06,7:40
3.25,百味佳副食一组,2023-04-19,9:51
2.52,百味佳副食一组,2023-04-25,7:56
12.2,紫丁香餐吧机器人收银组,2023-02-02,15:14
11.7,学苑食堂副食一组,2023-04-25,17:39
2.43,百味佳副食一组,2023-04-13,8:24
10.0,美食林90后串炒饭,2023-04-25,17:35
14.27,百味佳副食一组,2023-02-05,11:58
11.0,阳光广式猪脚饭,2023-04-25,11:41
4.6,百味佳副食一组,2023-03-12,18:19
16.25,学苑食堂副食一组,2022-10-13,11:35
5.4,友来副食一组,2022-11-04,17:12
15.0,学苑食堂包子,2023-03-29,11:40
22.2,百味佳副食一组,2022-11-07,11:48
11.5,美食林陕西刀削面(罐罐面),2022-09-08,17:34
12.2,百味佳机器人收银组,2022-10-18,10:36
3.95,友来副食一组,2022-12-14,7:47
12.0,阳光广式猪脚饭,2023-02-21,11:49
11.37,百味佳机器人收银组,2022-10-21,18:15
5.7,友来副食一组,2022-09-25,7:34
13.0,阳光副食二组,2022-11-16,11:24
12.0,美食林陕西刀削面(罐罐面),2022-09-11,17:03
5.5,百味佳副食一组,2022-11-22,7:32
4.95,友来副食一组,2022-10-10,7:59
4.0,学苑食堂副食三组,2022-11-27,8:23
5.5,百味佳副食一组,2023-04-21,10:41
12.2,美食林90后串炒饭,2023-04-25,17:35
4.35,友来副食一组,2022-09-22,7:41
11.0,美食林90后串炒饭,2022-09-01,17:22
16.65,美食林阿咪酱骨扒肉,2023-04-25,17:32
14.5,百味佳展销组,2022-10-23,17:13
10.0,学苑食堂副食二组,2023-03-25,10:43
12.5,回味斋一餐厅副食一组,2023-03-10,18:37
15.0,美食林真牛铁板,2022-09-26,18:18
3.4,百味佳副食一组,2023-02-22,9:28
13.2,学苑食堂包子,2022-11-11,11:53
13.0,美食林陕西刀削面(罐罐面),2022-10-26,17:05
12.0,美食林真牛铁板,2022-11-28,17:30
13.0,学苑食堂包子,2022-08-19,11:47
12.4,阳光小是小简餐,2023-04-25,11:19
3.6,百味佳副食一组,2022-10-02,8:33
4.1,美食林肠粉,2022-07-11,18:28
5.95,百味佳副食一组,2023-02-18,9:06
8.1,友来副食一组,2022-07-09,14:51
12.2,百味佳副食一组,2023-02-16,11:54
8.2,民族餐厅旋转小火锅,2023-04-08,11:42
5.95,学苑食堂副食三组,2022-11-06,17:28
15.2,紫丁香餐吧机器人收银组,2023-04-25,17:32
9.85,友来副食一组,2022-10-28,8:10
13.0,美食林90后串炒饭,2022-09-09,17:45
13.61,美食林老上客砂锅,2023-03-27,17:08
10.0,学苑食堂重庆小面,2023-04-25,11:36
13.08,美食林庆丰黄焖鸡扣碗饭,2022-07-08,11:20
16.0,美食林真牛铁板,2022-11-08,17:44
3.1,百味佳展销组,2022-10-14,11:55
4.3,回味斋一餐厅副食一组,2022-10-31,18:28
5.45,友来副食一组,2022-09-13,7:10
2.57,民族餐厅山西饸饹面,2022-07-12,17:22
10.0,美食林小猪憨尼麻辣烫,2022-10-30,17:30
18.28,美食林小猪憨尼麻辣烫,2022-07-03,17:33
11.5,美食林90后串炒饭,2023-03-25,17:31
