amount,merchant_name,date,Time
19.6,阳光副食二组,2022-11-15,1092
27.25,学苑食堂副食三组,2022-07-04,653
3.6,百味佳展销组,2022-11-30,461
12.25,友来朝鲜风味,2022-10-12,705
3.25,友来副食一组,2022-10-25,479
12.0,美食林川蜀源烤鱼,2023-04-10,723
26.85,友来副食一组,2022-11-01,519
4.7,百味佳副食一组,2022-11-12,577
12.0,民族餐厅金家店,2022-11-26,699
22.0,美食林川蜀源烤鱼,2023-03-30,448
4.9,百味佳副食一组,2022-09-02,454
13.72,学苑食堂副食三组,2022-11-27,759
6.5,学苑食堂副食一组,2022-07-15,702
5.2,友来副食一组,2022-10-18,540
5.95,美食林小猪憨尼麻辣烫,2022-10-10,1117
2.1,美食林海南鸡饭,2022-07-21,1031
27.7,美食林肠粉,2023-02-06,1065
15.4,百味佳副食一组,2023-04-09,962
5.0,百味佳展销组,2022-09-12,465
8.2,百味佳副食一组,2023-04-25,473
23.28,友来副食一组,2022-11-26,493
12.2,紫丁香餐吧机器人收银组,2023-04-19,670
9.45,学苑食堂副食三组,2023-04-12,1101
5.0,百味佳副食一组,2022-11-08,433
11.2,美食林陕西刀削面(罐罐面),2022-10-06,1032
3.4,百味佳展销组,2022-10-10,456
20.95,百味佳副食一组,2022-09-06,430
12.0,美食林东农豆坊,2022-10-25,685
4.22,阳光小是小简餐,2022-09-14,451
5.5,百味佳副食一组,2023-03-09,581
12.0,美食林九旦西北小吃,2022-10-12,686
15.0,美食林真牛铁板,2022-10-14,1067
2.4,紫丁香餐吧机器人收银组,2023-04-12,639
5.2,百味佳副食一组,2023-02-19,515
14.5,民族餐厅山西饸饹面,2022-09-10,1035
21.0,百味佳副食一组,2023-04-02,718
5.85,友来副食一组,2022-10-12,473
15.0,阳光广式猪脚饭,2023-02-25,704
13.3,百味佳副食一组,2022-07-29,714
2.38,回味斋一餐厅副食一组,2023-02-14,520
21.0,学院食堂陕西名小吃,2023-04-06,698
4.7,百味佳副食一组,2022-11-04,509
5.4,美食林蜀香麻辣烫(川香麻辣烫),2022-07-19,537
12.4,百味佳副食一组,2022-11-02,702
10.28,民族餐厅铁板料理,2022-09-28,1064
9.5,百味佳副食一组,2023-03-22,538
12.0,美食林川蜀源烤鱼,2023-03-18,711
16.8,百味佳展销组,2022-10-02,1043
5.4,百味佳副食一组,2022-11-26,520
3.4,百味佳副食一组,2022-09-03,456
14.82,美食林广式猪脚饭,2022-11-28,1060
2.5,百味佳副食一组,2022-11-28,452
13.6,百味佳副食一组,2023-02-11,702
16.0,美食林真牛铁板,2022-10-09,1095
5.0,美食林真牛铁板,2022-09-11,749
17.0,学苑食堂包子,2022-09-28,1095
11.4,阳光广式猪脚饭,2023-04-16,702
12.2,百味佳副食一组,2023-04-19,740
5.56,骄子园主食一组,2023-02-13,536
23.0,民族餐厅铁板料理,2022-11-13,1049
12.3,百味佳展销组,2022-09-25,720
5.6,友来副食一组,2022-10-12,476
10.42,骄子园主食一组,2022-09-26,1052
13.8,紫丁香餐吧机器人收银组,2022-07-05,426
12.0,学苑食堂真牛铁板,2023-03-26,1090
11.04,百味佳主食二组,2022-07-04,1056
10.8,百味佳副食一组,2023-04-25,614
13.6,紫丁香餐吧机器人收银组,2023-03-09,706
22.2,百味佳副食一组,2022-09-02,681
12.4,百味佳副食一组,2023-02-08,644
4.2,百味佳副食一组,2022-10-23,498
8.9,阳光小是小简餐,2023-04-25,1059
15.35,友来副食一组,2022-09-06,510
14.4,百味佳副食一组,2022-12-25,703
2.85,百味佳副食一组,2023-04-24,541
4.25,学苑食堂副食三组,2022-11-15,533
12.0,美食林90后串炒饭,2023-03-16,1083
12.4,百味佳展销组,2022-10-05,1084
5.95,友来副食一组,2022-09-20,472
23.3,学苑食堂副食三组,2022-08-01,1098
10.0,民族餐厅金家店,2023-02-28,711
13.43,紫丁香餐吧机器人收银组,2023-04-25,792
5.1,百味佳副食一组,2022-11-17,455
11.0,阳光川蜀源烤鱼,2023-03-07,710
4.4,美食林陕西刀削面(川无界),2022-07-14,1078
10.2,阳光小是小简餐,2022-11-23,713
12.4,阳光小是小简餐,2022-11-30,1008
2.35,阳光广式猪脚饭,2023-03-14,967
15.35,百味佳副食一组,2023-04-25,507
15.0,美食林阿咪酱骨扒肉,2023-04-25,1058
4.25,百味佳副食一组,2022-11-20,425
12.0,美食林川蜀源烤鱼,2022-10-10,1064
10.35,百味佳副食一组,2023-04-11,493
25.3,友来副食一组,2022-09-21,502
15.8,友来朝鲜风味,2022-09-15,496
18.2,民族餐厅铁板料理,2023-03-05,1004
9.2,百味佳副食一组,2023-03-19,636
2.12,美食林铁锅焖面,2022-11-07,707
15.0,美食林真牛铁板,2022-07-08,1035
4.5,学苑食堂副食一组,2023-02-12,1105
