amount,merchant_name,date,time
3.95,友来副食一组,2022-09-20,8:16
5.9,百味佳副食一组,2023-04-25,7:11
8.8,百味佳副食一组,2022-09-12,8:36
12.4,美食林蜀香麻辣烫(川香麻辣烫),2022-10-24,11:50
5.85,友来副食一组,2022-10-09,7:07
4.65,紫丁香餐吧机器人收银组,2023-04-25,17:51
11.0,美食林老上客砂锅,2022-08-18,7:08
2.35,百味佳副食一组,2022-11-23,8:15
3.35,友来副食一组,2022-09-13,8:13
10.0,美食林90后串炒饭,2023-03-09,17:39
5.2,友来副食一组,2023-03-27,7:16
2.44,百味佳主食二组,2023-04-24,7:43
5.65,美食林小猪憨尼麻辣烫,2023-03-02,17:57
4.6,百味佳副食一组,2022-11-13,7:18
15.6,百味佳副食一组,2023-04-12,12:19
12.4,百味佳副食一组,2023-04-13,10:42
9.5,百味佳副食一组,2023-03-24,7:35
15.4,学苑食堂真牛铁板,2022-10-31,11:48
21.85,友来副食一组,2022-09-23,8:28
3.65,美食林小猪憨尼麻辣烫,2023-04-03,17:25
16.4,百味佳副食一组,2022-11-26,11:57
3.65,学苑食堂副食三组,2022-10-27,18:28
8.1,百味佳副食一组,2023-04-17,11:51
2.5,学苑食堂副食三组,2022-11-04,7:54
14.2,百味佳副食一组,2023-03-04,7:41
11.4,百味佳副食一组,2023-04-24,8:50
2.9,百味佳副食一组,2022-10-10,7:05
10.0,美食林陕西刀削面(罐罐面),2022-11-21,18:01
13.0,民族餐厅铁板料理,2022-08-26,17:54
15.0,美食林川蜀源烤鱼,2023-04-21,11:34
8.35,友来副食一组,2022-11-11,7:50
14.0,美食林川蜀源烤鱼,2023-02-25,11:24
6.75,友来副食一组,2022-07-03,7:46
10.0,美食林铁锅焖面,2023-04-05,11:44
3.35,百味佳副食一组,2023-03-07,7:51
15.0,学苑食堂包子,2023-03-01,8:44
8.55,学苑食堂副食三组,2023-04-25,17:42
2.1,学苑食堂副食三组,2022-10-30,17:49
5.1,百味佳副食一组,2023-04-18,18:32
10.0,学苑食堂副食三组,2022-10-23,17:33
2.35,友来副食一组,2022-09-15,9:58
12.0,民族餐厅铁板料理,2022-09-06,18:09
12.0,紫丁香餐吧机器人收银组,2023-04-03,17:35
15.0,学苑食堂包子,2022-10-15,16:44
12.0,美食林老上客砂锅,2022-09-25,17:30
5.35,友来副食一组,2022-10-18,7:16
13.0,美食林阿咪酱骨扒肉,2023-03-15,11:59
12.0,一区饺子园主食一组,2023-03-08,11:58
2.2,百味佳副食一组,2023-03-08,9:04
2.95,友来副食一组,2022-11-02,7:33
15.0,学苑食堂铁锅焖面,2023-03-21,17:33
10.4,百味佳副食一组,2022-10-29,11:43
15.0,美食林老上客砂锅,2023-02-14,17:21
7.2,友来副食一组,2022-10-04,12:28
3.0,民族餐厅铁板料理,2022-07-08,18:36
10.0,美食林阿咪酱骨扒肉,2023-02-04,17:49
2.85,友来副食一组,2022-10-16,18:28
16.0,美食林陕西刀削面(罐罐面),2022-09-25,17:20
14.38,百味佳副食一组,2023-03-29,9:00
5.75,友来副食一组,2022-07-13,7:40
5.35,友来副食一组,2022-07-05,7:45
15.0,美食林90后串炒饭,2023-03-19,11:40
18.2,回味斋一餐厅副食一组,2022-10-29,12:16
3.45,学苑食堂副食三组,2022-10-25,7:20
6.85,友来副食一组,2022-10-17,8:33
3.81,学苑食堂副食一组,2023-03-21,8:11
10.0,民族餐厅金家店,2022-10-30,10:55
3.78,美食林九旦西北小吃,2022-12-08,15:23
5.54,美食林真牛铁板,2022-08-04,7:13
14.03,阳光广式猪脚饭,2023-04-18,7:08
3.95,回味斋一餐厅副食一组,2022-10-17,7:38
14.21,百味佳副食一组,2023-03-07,11:44
11.7,百味佳副食一组,2023-04-21,10:46
5.7,百味佳副食一组,2023-03-08,7:30
4.0,民族餐厅金家店,2023-04-24,10:34
14.0,美食林陕西刀削面(罐罐面),2022-10-26,18:08
13.0,学苑食堂铁锅焖面,2022-11-07,17:10
6.5,百味佳副食一组,2023-04-01,9:32
12.63,美食林川蜀源烤鱼,2022-11-12,11:42
