amount,merchant_name,date,time
3.1,百味佳副食一组,2022-09-05,9:02
12.85,阳光副食二组,2022-11-18,17:08
7.4,百味佳副食一组,2022-11-15,8:42
12.12,阳光副食二组,2022-11-22,18:29
9.7,学子副食一组,2022-09-15,17:37
34.26,阳光副食二组,2022-11-01,17:19
12.0,学苑食堂副食三组,2022-11-07,10:54
27.8,美食林肠粉,2023-03-27,17:03
12.0,民族餐厅铁板料理,2022-09-23,17:20
13.0,民族餐厅金家店,2022-07-23,17:11
6.0,美食林榆林镇筋饼,2023-03-06,18:10
5.2,阳光副食二组,2022-11-06,11:52
5.21,一区饺子园主食一组,2023-02-14,12:14
8.0,学苑食堂副食一组,2022-09-26,11:34
24.25,一区饺子园凉菜组,2022-10-27,11:15
36.15,民族餐厅山西饸饹面,2023-03-09,12:00
17.0,一区饺子园凉菜组,2022-10-14,17:36
13.8,美食林东农豆坊,2023-02-10,11:56
9.0,一区饺子园主食一组,2022-10-13,17:26
30.21,阳光副食二组,2022-12-15,16:45
6.8,百味佳副食一组,2022-11-12,7:58
17.0,民族餐厅金家店,2023-03-17,12:01
2.75,回味斋一餐厅副食一组,2022-11-25,17:25
9.0,学苑食堂副食三组,2022-07-11,12:26
12.88,阳光副食二组,2023-02-20,17:02
3.6,学苑食堂包子,2023-03-08,8:46
6.0,阳光广式猪脚饭,2023-04-12,12:15
2.15,民族餐厅山西饸饹面,2022-09-24,11:49
19.0,美食林酸辣粉烤肉拌饭,2022-11-11,17:22
15.3,美食林庆丰黄焖鸡扣碗饭,2022-11-14,17:36
37.4,回味斋一餐厅副食一组,2022-10-23,17:02
7.54,阳光副食二组,2022-11-20,17:30
9.0,一区饺子园主食一组,2023-04-23,12:17
7.4,紫丁香餐吧副食一组（中西套餐）,2022-07-15,11:35
22.0,一区饺子园凉菜组,2022-11-11,17:34
19.0,民族餐厅金家店,2022-09-27,17:16
9.0,紫丁香餐吧副食一组（中西套餐）,2022-10-23,10:50
5.18,百味佳副食一组,2023-03-01,7:31
8.2,一区饺子园凉菜组,2023-04-10,17:11
9.3,回味斋一餐厅副食一组,2022-10-17,15:29
19.7,友来副食一组,2022-11-18,10:54
13.5,回味斋一餐厅副食一组,2022-11-27,8:27
5.0,民族餐厅山西饸饹面,2022-07-03,11:54
9.4,民族餐厅山西饸饹面,2022-07-17,8:26
15.0,紫丁香餐吧副食一组（中西套餐）,2023-03-23,17:18
9.0,学苑食堂副食三组,2022-07-04,11:54
3.7,学苑食堂副食三组,2022-10-25,8:09
12.0,美食林肠粉,2023-02-25,11:44
9.0,美食林东农豆坊,2023-04-06,17:26
7.6,一区饺子园凉菜组,2022-11-11,17:55
19.0,百味佳展销组,2023-04-25,12:01
22.0,民族餐厅山西饸饹面,2022-09-05,17:40
16.0,一区饺子园凉菜组,2022-10-07,17:23
9.0,民族餐厅山西饸饹面,2022-07-06,18:03
16.0,美食林肠粉,2022-07-03,16:40
9.38,百味佳展销组,2022-07-11,7:45
12.0,美食林庆丰黄焖鸡扣碗饭,2022-07-27,17:19
12.0,民族餐厅金家店,2022-11-15,17:46
9.0,百味佳展销组,2022-08-06,17:27
14.82,阳光副食二组,2022-07-18,17:14
7.0,美食林酸辣粉烤肉拌饭,2023-03-07,17:46
17.76,一区饺子园凉菜组,2022-10-12,11:43
8.6,天香特色剁椒猪脚饭,2022-11-30,17:27
9.0,民族餐厅山西饸饹面,2023-02-25,17:23
8.1,美食林酸辣粉烤肉拌饭,2022-10-03,17:53
18.2,学子副食一组,2023-02-17,11:45
23.42,阳光副食二组,2023-03-07,17:26
28.0,学苑食堂副食三组,2022-08-14,17:20
12.13,阳光副食二组,2023-04-15,17:04
5.0,回味斋一餐厅副食一组,2022-11-15,11:36
9.4,百味佳副食一组,2023-03-06,8:03
10.0,学苑食堂重庆小面,2022-09-11,17:33
17.0,美食林肠粉,2023-04-13,16:46
16.0,美食林那小味面馆,2023-04-23,17:29
9.0,学苑食堂副食三组,2023-03-13,12:00
6.89,百味佳副食一组,2023-04-19,17:48
9.4,百味佳副食一组,2022-12-20,17:21
3.4,阳光副食二组,2022-10-22,17:39
12.52,阳光副食二组,2022-10-11,12:08
19.0,学苑食堂主食三组（面条）,2022-08-14,17:06
2.11,学苑食堂副食一组,2022-07-03,7:44
16.0,美食林庆丰黄焖鸡扣碗饭,2022-10-18,11:07
6.0,学苑食堂副食三组,2023-04-05,13:08
18.0,美食林庆丰黄焖鸡扣碗饭,2023-02-18,18:26
8.0,回味斋一餐厅副食一组,2022-11-12,17:42
15.31,阳光副食二组,2023-04-20,17:15
2.12,美食林酸辣粉烤肉拌饭,2022-11-01,11:56
14.0,学苑食堂重庆小面,2022-11-30,12:18
12.2,紫丁香餐吧机器人收银组,2023-02-03,17:46
22.06,学苑食堂包子,2023-04-13,7:01
8.0,百味佳副食一组,2023-02-19,11:50
14.33,阳光副食二组,2023-04-23,17:50
10.0,学苑食堂包子,2023-04-21,11:11
12.23,阳光副食二组,2022-07-03,17:49
2.15,民族餐厅山西饸饹面,2022-12-23,7:25
9.0,学苑食堂主食三组（面条）,2022-09-17,17:47
9.22,学子副食一组,2022-11-30,12:56
10.0,学院食堂陕西名小吃,2023-04-07,11:54
3.0,学苑食堂副食三组,2022-09-27,18:00
11.0,美食林90后串炒饭,2023-03-26,17:01
9.0,民族餐厅金家店,2022-11-06,16:52
2.2,学苑食堂重庆小面,2022-11-19,6:58
16.0,学苑食堂香恋香拌砂锅,2022-09-14,12:08
9.0,学苑食堂副食三组,2022-07-04,11:47
9.9,一区饺子园凉菜组,2022-10-12,17:14
7.0,学苑食堂副食三组,2022-10-26,18:09
5.7,学苑食堂包子,2022-07-03,17:23
11.2,回味斋一餐厅副食一组,2023-03-04,12:04
13.05,民族餐厅金家店,2023-04-10,11:56
8.0,学苑食堂副食三组,2022-09-05,17:07
14.6,民族餐厅旋转小火锅,2023-04-12,17:32
16.0,民族餐厅金家店,2023-02-18,12:22
34.84,阳光小是小简餐,2022-10-01,17:17
24.63,阳光副食二组,2022-11-21,11:30
9.0,学苑食堂副食三组,2022-09-17,17:08
18.0,美食林榆林镇筋饼,2023-02-25,11:55
9.0,学苑食堂副食三组,2022-09-18,18:07
14.85,阳光副食二组,2023-03-18,17:29
6.2,学苑食堂副食三组,2022-10-27,15:43
8.0,美食林那小味面馆,2023-03-27,11:40
9.4,学苑食堂副食三组,2023-04-11,11:07
2.11,一区饺子园主食一组,2022-07-13,18:08
10.0,民族餐厅山西饸饹面,2022-09-06,11:32
16.0,民族餐厅金家店,2023-04-24,18:01
2.1,学子副食一组,2022-07-26,7:38
11.22,阳光副食二组,2022-10-24,17:19
17.0,美食林美美卤肉饭,2023-02-10,17:30
14.0,民族餐厅德澳士,2022-07-03,11:48
19.0,美食林肠粉,2023-03-12,17:44
2.1,学苑食堂副食一组,2022-11-30,7:52
6.0,学苑食堂副食三组,2023-03-27,18:15
14.7,美食林同乐妈妈菜,2023-03-14,11:29
28.0,百味佳副食一组,2023-04-23,11:45
2.63,学苑食堂副食三组,2022-11-07,7:34
13.8,紫丁香餐吧副食一组（中西套餐）,2022-07-10,17:27
3.6,百味佳副食一组,2023-02-14,9:34
16.85,阳光副食二组,2022-11-23,17:04
15.04,美食林酸辣粉烤肉拌饭,2023-02-02,11:58
23.74,阳光副食二组,2023-03-21,11:44
12.76,学子副食一组,2022-07-22,17:20
3.65,百味佳副食一组,2022-09-22,7:34
6.9,学苑食堂副食三组,2022-11-09,8:48
18.1,回味斋一餐厅副食一组,2022-10-17,17:26
17.4,百味佳副食一组,2023-04-24,8:32
8.0,美食林酸辣粉烤肉拌饭,2023-03-11,11:42
4.75,阳光副食二组,2022-10-15,11:49
10.0,美食林庆丰黄焖鸡扣碗饭,2022-11-10,17:21
37.2,学苑食堂副食三组,2022-10-16,17:35
7.4,一区饺子园凉菜组,2022-10-31,12:06
12.7,一区饺子园主食一组,2022-08-26,17:59
18.7,美食林真牛铁板,2023-04-17,11:56
18.0,学苑食堂副食三组,2023-04-24,17:28
29.0,学院食堂陕西名小吃,2023-02-11,17:36
28.0,美食林东农豆坊,2023-03-28,11:45
10.28,民族餐厅旋转小火锅,2022-07-03,11:57
8.5,学苑食堂副食三组,2022-07-03,11:53
31.89,阳光副食二组,2023-02-02,12:18
3.9,百味佳副食一组,2022-09-09,7:23
5.8,学苑食堂副食三组,2022-11-26,7:47
29.0,学苑食堂副食三组,2022-07-12,17:33
25.0,美食林肠粉,2023-03-23,17:31
7.5,百味佳副食一组,2022-11-27,7:57
3.1,学苑食堂副食一组,2022-10-19,9:51
3.15,百味佳副食一组,2023-04-07,12:51
12.28,阳光小是小简餐,2022-10-12,11:45
12.19,阳光副食二组,2022-10-08,17:21
18.0,美食林榆林镇筋饼,2023-03-08,11:30
10.04,民族餐厅山西饸饹面,2023-04-02,11:48
4.0,学苑食堂副食三组,2022-11-08,11:59
5.8,阳光广式猪脚饭,2022-10-11,12:07
22.0,美食林肠粉,2023-03-02,12:12
26.0,学苑食堂副食一组,2022-07-17,17:03
