amount,merchant_name,date,time
4.2,阳光副食二组,2022-10-19,17:35
15.62,学子副食一组,2022-10-31,17:45
9.4,民族餐厅旋转小火锅,2022-11-08,17:02
19.0,学苑食堂包子,2023-03-08,11:44
6.0,民族餐厅金家店,2022-11-24,17:00
27.0,天香特色剁椒猪脚饭,2023-03-19,12:08
5.7,学苑食堂副食一组,2022-09-09,11:54
2.23,百味佳副食一组,2023-03-08,8:51
8.5,回味斋一餐厅副食一组,2022-08-12,17:37
10.0,紫丁香餐吧主食一组,2023-03-17,11:58
9.76,阳光副食二组,2022-11-25,11:30
10.4,美食林同乐妈妈菜,2023-02-17,11:49
14.0,阳光广式猪脚饭,2022-11-01,17:16
16.0,民族餐厅山西饸饹面,2022-11-05,17:43
14.89,阳光副食二组,2022-07-03,17:19
10.88,阳光副食二组,2022-11-15,17:21
4.3,百味佳副食一组,2022-10-11,7:07
3.44,阳光副食二组,2022-10-17,8:01
13.83,百味佳副食一组,2023-04-10,12:08
19.0,学苑食堂主食三组（面条）,2022-09-13,11:30
22.0,民族餐厅山西饸饹面,2022-08-15,18:14
16.0,阳光广式猪脚饭,2022-09-21,17:36
13.0,美食林东农豆坊,2023-04-07,17:24
3.0,民族餐厅德澳士,2022-11-25,16:49
14.88,学苑食堂副食一组,2022-10-20,8:19
2.1,友来副食一组,2022-11-28,9:33
18.66,阳光副食二组,2023-02-26,17:04
11.0,紫丁香餐吧机器人收银组,2023-04-03,17:32
13.0,学苑食堂副食三组,2022-11-22,7:02
8.0,回味斋一餐厅副食一组,2022-11-16,17:06
18.28,阳光副食二组,2022-07-04,17:35
30.0,学苑食堂重庆小面,2022-11-05,17:09
2.8,回味斋一餐厅副食一组,2022-11-11,7:27
2.5,百味佳展销组,2022-11-24,9:07
15.16,百味佳展销组,2023-03-07,11:22
13.6,美食林酸辣粉烤肉拌饭,2023-04-20,11:14
12.59,回味斋一餐厅副食一组,2022-11-15,17:42
2.1,回味斋一餐厅副食一组,2023-04-09,12:02
5.0,学苑食堂包子,2023-02-01,6:52
18.0,一区饺子园主食一组,2022-09-07,11:59
7.6,回味斋一餐厅副食一组,2022-07-03,17:13
10.0,民族餐厅旋转小火锅,2022-07-04,12:04
5.8,百味佳副食一组,2022-11-11,7:31
13.76,阳光副食二组,2022-10-16,11:40
19.4,民族餐厅铁板料理,2022-07-03,17:09
13.0,百味佳副食一组,2023-04-23,11:55
2.24,一区饺子园凉菜组,2023-02-03,10:54
18.0,学苑食堂副食三组,2022-07-06,17:42
8.0,学苑食堂副食三组,2022-11-09,11:46
9.6,美食林东农豆坊,2023-03-17,17:24
27.0,民族餐厅山西饸饹面,2022-08-25,11:18
9.0,民族餐厅旋转小火锅,2023-04-25,17:55
12.33,阳光副食二组,2022-07-03,11:50
9.0,学苑食堂副食三组,2022-10-29,12:07
10.0,美食林那小味面馆,2023-03-27,11:35
20.7,学子副食一组,2022-11-26,17:26
9.4,回味斋一餐厅副食一组,2022-11-11,17:39
