amount,merchant_name,date,time
18.0,一区饺子园主食一组,2022-11-29,16:56
5.7,一区饺子园凉菜组,2023-04-25,17:55
19.0,美食林榆林镇筋饼,2023-03-10,17:58
3.1,紫丁香餐吧主食一组,2022-10-14,17:46
18.0,民族餐厅金家店,2022-12-20,17:05
9.5,百味佳副食一组,2022-11-07,7:15
14.1,美食林肠粉,2023-04-23,7:15
2.5,阳光副食二组,2022-11-12,17:34
13.0,美食林肠粉,2023-03-17,11:48
10.8,一区饺子园凉菜组,2023-03-08,17:36
8.0,学苑食堂副食三组,2022-07-06,12:09
6.7,一区饺子园凉菜组,2022-10-07,17:25
14.15,阳光副食二组,2022-11-01,17:02
18.0,一区饺子园主食一组,2022-08-31,12:19
2.8,紫丁香餐吧机器人收银组,2022-10-19,17:22
29.0,民族餐厅金家店,2022-11-15,17:47
2.48,美食林酸辣粉烤肉拌饭,2022-10-06,11:44
18.0,学子副食一组,2022-09-13,11:39
13.08,学苑食堂副食三组,2022-07-22,11:48
13.95,美食林真牛铁板,2022-10-11,11:52
14.18,紫丁香餐吧机器人收银组,2023-04-17,10:53
20.2,学苑食堂副食三组,2023-04-18,17:23
7.0,美食林老上客砂锅,2023-03-17,17:15
19.0,天香特色剁椒猪脚饭,2023-02-17,17:46
10.0,天香特色剁椒猪脚饭,2022-09-01,17:09
9.8,百味佳副食一组,2023-02-25,17:23
14.0,阳光广式猪脚饭,2022-11-18,18:06
9.3,百味佳副食一组,2023-02-02,8:44
5.1,阳光副食二组,2022-10-15,11:34
8.0,学苑食堂副食三组,2022-10-18,11:57
5.7,友来副食一组,2022-07-03,8:44
28.0,美食林真牛铁板,2023-04-24,11:50
8.0,学苑食堂副食三组,2022-08-08,11:11
34.0,天香特色剁椒猪脚饭,2023-04-12,17:02
14.0,民族餐厅旋转小火锅,2022-09-01,17:47
23.2,回味斋一餐厅副食一组,2022-11-23,12:04
29.24,阳光副食二组,2022-10-03,17:35
8.6,一区饺子园凉菜组,2022-10-22,17:29
15.86,阳光小是小简餐,2023-02-15,17:36
23.0,民族餐厅山西饸饹面,2022-09-18,17:26
16.0,民族餐厅金家店,2022-11-03,16:43
6.0,学苑食堂包子,2022-09-08,11:54
15.0,美食林榆林镇筋饼,2023-04-24,17:56
11.7,学苑食堂包子,2023-02-28,7:59
9.9,回味斋一餐厅副食一组,2023-02-11,8:04
