交易额,商户名称,交易日期,交易时间,星期,节假日,气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,时间戳
0.36208178438661703,美食林小猪憨尼麻辣烫,2023/4/25,17:35,0.16666666666666669,0.0,0.4444444444444445,0.3762057877813483,0.3696969696969674,1.0,0.23076923076923078,0.0,1.0
0.4052044609665426,美食林川蜀源烤鱼,2023/4/25,11:46,0.16666666666666669,0.0,0.5555555555555556,0.33440514469453575,0.32424242424242067,0.6046511627906976,0.7692307692307693,0.0,0.9991532825464589
0.020446096654275086,学苑食堂副食一组,2023/4/25,07:49,0.16666666666666669,0.0,0.6666666666666667,0.3151125401929278,0.29999999999999716,0.22093023255813954,0.38461538461538464,0.0,0.9985782910379015
0.6059479553903344,紫丁香餐吧机器人收银组,2023/4/24,17:57,0.0,0.0,0.6888888888888889,0.5755627009646318,0.5484848484848435,0.023255813953488358,0.23076923076923078,0.0,0.9965597554466541
0.6059479553903344,紫丁香餐吧机器人收银组,2023/4/24,11:27,0.0,0.0,0.7111111111111111,0.720257234726688,0.6848484848484802,0.0,0.46153846153846156,0.0,0.9956135668882524
0.005576208178438665,学苑食堂副食一组,2023/4/24,07:43,0.0,0.0,0.5777777777777778,0.7620578778135041,0.7333333333333307,0.10465116279069764,0.5384615384615385,0.0,0.9950701149983132
0.5427509293680296,回味斋一餐厅副食一组,2023/4/23,17:36,1.0,0.0,0.6000000000000001,0.7877813504823123,0.754545454545454,0.046511627906976716,0.3076923076923077,0.0,0.9930151875394273
0.6802973977695166,紫丁香餐吧机器人收银组,2023/4/23,11:42,1.0,0.0,0.6222222222222222,0.8360128617363323,0.7999999999999972,0.05813953488372092,0.6153846153846154,0.0,0.9921563394633495
0.1115241635687732,百味佳副食一组,2023/4/23,08:59,1.0,0.0,0.5555555555555556,0.8553054662379402,0.8242424242424207,0.19767441860465113,0.5384615384615385,0.0,0.9917608811684318
0.5315985130111522,紫丁香餐吧机器人收银组,2023/4/22,17:40,0.8333333333333336,1.0,0.5777777777777778,0.7363344051446958,0.7090909090909072,0.12790697674418605,0.38461538461538464,0.0,0.9895312727449266
0.5018587360594794,紫丁香餐吧机器人收银组,2023/4/22,11:35,0.8333333333333336,1.0,0.6444444444444445,0.7427652733118961,0.7090909090909072,0.03488372093023254,0.5384615384615385,0.0,0.9886457372992368
0.0,百味佳副食一组,2023/4/22,09:13,0.8333333333333336,1.0,0.5777777777777778,0.7620578778135041,0.7333333333333307,0.2325581395348837,0.38461538461538464,0.0,0.9883012276190044
0.2936802973977695,学苑食堂真牛铁板,2023/4/21,17:33,0.6666666666666667,0.0,0.5777777777777778,0.5916398713826361,0.5696969696969667,0.046511627906976716,0.46153846153846156,0.0,0.9860206705808139
0.5687732342007433,紫丁香餐吧机器人收银组,2023/4/21,11:51,0.6666666666666667,0.0,0.6222222222222222,0.5723472668810281,0.5484848484848435,0.09302325581395349,0.6923076923076923,0.0,0.985190935998844
0.01858736059479554,学苑食堂副食一组,2023/4/21,07:45,0.6666666666666667,0.0,0.48888888888888893,0.5852090032154322,0.5696969696969667,0.2906976744186046,0.6923076923076923,0.0,0.984594109369695
0.7546468401486986,紫丁香餐吧机器人收银组,2023/4/20,18:03,0.5000000000000001,0.0,0.6000000000000001,0.36334405144694415,0.34848484848484773,0.011627906976744179,0.6153846153846154,0.0,0.9825998350235352
0.4052044609665426,美食林蜀香麻辣烫(川香麻辣烫),2023/4/20,11:29,0.5000000000000001,0.0,0.6000000000000001,0.3118971061093241,0.29999999999999716,0.011627906976744179,1.0,1.0,0.981643941967107
0.052044609665427496,百味佳副食一组,2023/4/20,07:43,0.5000000000000001,0.0,0.6000000000000001,0.2893890675241124,0.2787878787878739,0.20930232558139533,0.9230769230769231,0.0,0.9810956378281332
0.2936802973977695,学苑食堂真牛铁板,2023/4/19,17:33,0.3333333333333334,0.0,0.7555555555555555,0.10610932475884383,0.09393939393939021,0.25581395348837205,0.3076923076923077,0.0,0.979033431995731
0.6802973977695166,紫丁香餐吧机器人收银组,2023/4/19,11:16,0.3333333333333334,0.0,0.7111111111111111,0.2475884244372999,0.2303030303030269,0.19767441860465113,0.38461538461538464,0.0,0.9781187830559475
0.1115241635687732,百味佳副食一组,2023/4/19,07:32,0.3333333333333334,0.0,0.6222222222222222,0.3151125401929278,0.29999999999999716,0.3023255813953488,0.38461538461538464,0.0,0.977575331165994
0.3680297397769516,美食林川蜀源烤鱼,2023/4/18,11:42,0.16666666666666669,0.0,0.6444444444444445,0.26688102893890786,0.25454545454545396,0.3488372093023256,0.6153846153846154,0.0,0.9746882430006423
0.4052044609665426,阳光广式猪脚饭,2023/4/17,17:49,0.0,0.0,0.7111111111111111,0.36977491961414444,0.34848484848484773,0.22093023255813954,0.23076923076923078,0.0,0.9720850114027968
0.5390334572490706,紫丁香餐吧机器人收银组,2023/4/17,11:57,0.0,0.0,0.7555555555555555,0.42122186495176805,0.3939393939393909,0.2906976744186046,0.3076923076923077,0.0,0.9712310155757251
0.3680297397769516,学苑食堂香恋香拌砂锅,2023/4/16,18:08,1.0,1.0,0.6000000000000001,0.2893890675241124,0.2787878787878739,0.5116279069767442,0.46153846153846156,0.0,0.9686374884759203
0.6133828996282528,紫丁香餐吧机器人收银组,2023/4/16,11:54,1.0,1.0,0.6888888888888889,0.2443729903536962,0.2303030303030269,0.3488372093023256,0.3076923076923077,0.0,0.9677301179096531
0.031598513011152414,百味佳副食一组,2023/4/16,09:08,1.0,1.0,0.6222222222222222,0.26688102893890786,0.25454545454545396,0.4186046511627907,0.23076923076923078,0.0,0.9673273812412049
0.2936802973977695,民族餐厅山西饸饹面,2023/4/15,17:40,0.8333333333333336,1.0,0.6222222222222222,0.21864951768488794,0.20909090909090722,0.3023255813953488,0.3076923076923077,0.0,0.9650759376971223
0.10780669144981411,百味佳副食一组,2023/4/15,08:18,0.8333333333333336,1.0,0.5555555555555556,0.360128617363344,0.34848484848484773,0.49999999999999994,0.46153846153846156,0.0,0.9637124557232397
0.2936802973977695,学苑食堂重庆小面,2023/4/14,17:30,0.6666666666666667,0.0,0.6000000000000001,0.45016077170417645,0.43333333333333,0.26744186046511625,0.23076923076923078,0.0,0.9615580571594933
0.5687732342007433,紫丁香餐吧机器人收银组,2023/4/14,11:52,0.6666666666666667,0.0,0.6666666666666667,0.5241157556270082,0.5,0.18604651162790697,0.15384615384615385,0.0,0.9607380270755499
0.4646840148698883,紫丁香餐吧机器人收银组,2023/4/13,17:08,0.5000000000000001,0.0,0.6444444444444445,0.4276527331189719,0.4090909090909065,0.20930232558139533,0.38461538461538464,0.0,0.9580110631277705
0.3308550185873606,美食林阿咪酱骨扒肉,2023/4/13,11:31,0.5000000000000001,0.0,0.6444444444444445,0.41157556270096407,0.3939393939393909,0.18604651162790697,0.38461538461538464,0.0,0.9571934591683231
0.1115241635687732,百味佳副食一组,2023/4/13,07:42,0.5000000000000001,0.0,0.5111111111111112,0.40514469453376023,0.3939393939393909,0.45348837209302323,0.23076923076923078,0.0,0.956637876655833
0.6802973977695166,紫丁香餐吧机器人收银组,2023/4/12,17:36,0.3333333333333334,0.0,0.5777777777777778,0.2893890675241124,0.2787878787878739,0.12790697674418605,0.3076923076923077,0.0,0.9545853753214715
0.26394052044609656,百味佳副食一组,2023/4/12,11:44,0.3333333333333334,0.0,0.5777777777777778,0.26366559485530416,0.25454545454545396,0.20930232558139533,0.6153846153846154,0.0,0.9537313794943998
0.055762081784386616,百味佳副食一组,2023/4/12,08:56,0.3333333333333334,0.0,0.5111111111111112,0.2122186495176841,0.20909090909090722,0.2906976744186046,0.5384615384615385,0.0,0.9533237905769312
0.5687732342007433,紫丁香餐吧机器人收银组,2023/4/11,17:49,0.16666666666666669,0.0,0.4444444444444445,0.16077170418006403,0.16363636363636047,0.48837209302325585,0.38461538461538464,0.0,0.951123295647534
0.4052044609665426,美食林川蜀源烤鱼,2023/4/11,11:42,0.16666666666666669,0.0,0.6000000000000001,0.0,0.0,0.2325581395348837,0.46153846153846156,0.0,0.950232907952838
0.2936802973977695,学院食堂陕西名小吃,2023/4/10,18:06,0.0,0.0,0.7555555555555555,0.03536977491961224,0.024242424242419958,0.3255813953488372,0.38461538461538464,1.0,0.9476709204716371
0.3680297397769516,美食林阿咪酱骨扒肉,2023/4/10,11:42,0.0,0.0,0.7777777777777778,0.03536977491961224,0.024242424242419958,0.441860465116279,1.0,1.0,0.9467392886602966
0.052044609665427496,百味佳副食一组,2023/4/10,09:07,0.0,0.0,0.7111111111111111,0.07717041800643187,0.0696969696969667,0.4302325581395348,0.6923076923076923,1.0,0.9463632393614461
0.3475836431226765,学苑食堂副食一组,2023/4/9,17:39,1.0,1.0,0.7777777777777778,0.15434083601286375,0.13939393939393696,0.18604651162790697,0.23076923076923078,1.0,0.9441117958173635
0.052044609665427496,百味佳副食一组,2023/4/9,09:04,1.0,1.0,0.6888888888888889,0.22186495176848808,0.20909090909090722,0.25581395348837205,0.5384615384615385,0.0,0.9428623416953741
0.3680297397769516,学苑食堂香恋香拌砂锅,2023/4/8,18:34,0.8333333333333336,1.0,0.5555555555555556,0.38263665594855567,0.3696969696969674,0.1511627906976744,0.23076923076923078,0.0,0.9407516133727967
0.591078066914498,学苑食堂副食二组,2023/4/8,11:47,0.8333333333333336,1.0,0.6000000000000001,0.45016077170417645,0.43333333333333,0.17441860465116277,0.5384615384615385,0.0,0.9397641806977646
0.03345724907063196,百味佳副食一组,2023/4/8,09:17,0.8333333333333336,1.0,0.48888888888888893,0.4662379421221843,0.45454545454545325,0.48837209302325585,0.38461538461538464,0.0,0.9394002620214508
0.2936802973977695,美食林阿咪酱骨扒肉,2023/4/7,17:31,0.6666666666666667,0.0,0.4222222222222222,0.37299035369774813,0.3696969696969674,0.313953488372093,0.3076923076923077,0.0,0.9371051482362134
0.4423791821561337,学苑食堂副食二组,2023/4/7,11:49,0.6666666666666667,0.0,0.4666666666666667,0.35369774919614017,0.34848484848484773,0.18604651162790697,0.6923076923076923,0.0,0.9362754136542293
0.4323420074349441,阳光副食二组,2023/4/6,17:35,0.5000000000000001,0.0,0.6000000000000001,0.26366559485530416,0.25454545454545396,0.1511627906976744,0.23076923076923078,0.0,0.9336212334416985
0.3308550185873606,美食林阿咪酱骨扒肉,2023/4/6,11:32,0.5000000000000001,0.0,0.6444444444444445,0.3151125401929278,0.29999999999999716,0.09302325581395349,0.15384615384615385,0.0,0.9327405502450432
0.11710037174721188,学苑食堂副食一组,2023/4/6,07:45,0.5000000000000001,0.0,0.5555555555555556,0.360128617363344,0.34848484848484773,0.26744186046511625,0.07692307692307693,0.0,0.9321898199815593
0.4052044609665426,美食林老上客砂锅,2023/4/5,17:25,0.3333333333333334,1.0,0.6222222222222222,0.4758842443729918,0.45454545454545325,0.0697674418604651,0.15384615384615385,1.0,0.9301033529040694
0.2936802973977695,学苑食堂真牛铁板,2023/4/5,11:40,0.3333333333333334,1.0,0.6222222222222222,0.5723472668810281,0.5484848484848435,0.11627906976744184,0.07692307692307693,0.0,0.929266339948569
