amount,merchant_name,date,time
12.0,学苑食堂铁锅焖面,2023-04-07,12:36
30.0,阳光川蜀源烤鱼,2022-11-10,17:28
12.26,阳光副食二组,2022-11-22,12:13
35.8,美食林真牛铁板,2023-03-16,11:51
10.77,阳光副食二组,2022-11-30,11:19
13.75,美食林小猪憨尼麻辣烫,2022-10-02,11:26
14.4,美食林老上客砂锅,2023-03-05,7:51
12.2,阳光小是小简餐,2022-11-21,11:48
13.63,阳光副食二组,2023-03-11,17:18
12.95,阳光副食二组,2022-09-15,12:19
13.96,阳光副食二组,2022-11-14,18:03
10.95,学苑食堂副食二组,2023-02-09,11:20
10.0,学苑食堂包子,2023-04-23,17:24
10.9,美食林海南鸡饭,2023-03-07,12:45
18.0,美食林老上客砂锅,2023-04-24,11:40
13.0,学苑食堂包子,2023-04-13,12:30
39.0,阳光萌锅蒸饭,2022-11-24,11:36
16.0,学苑食堂副食一组,2022-07-03,11:40
14.6,百味佳主食二组,2022-10-03,11:42
7.0,阳光川蜀源烤鱼,2022-09-03,18:16
12.0,学苑食堂香恋香拌砂锅,2022-08-28,11:52
6.0,美食林九旦西北小吃,2022-10-15,11:47
15.0,学苑食堂副食一组,2023-02-04,17:31
22.8,阳光副食二组,2022-11-19,17:09
25.8,紫丁香餐吧副食一组（中西套餐）,2022-10-04,18:05
11.0,学苑食堂包子,2022-12-07,10:48
25.7,美食林海南鸡饭,2022-10-12,7:53
38.63,紫丁香餐吧机器人收银组,2022-09-22,11:01
12.76,阳光副食二组,2023-02-14,17:23
7.9,学苑食堂包子,2022-09-11,8:06
24.4,友来副食一组,2022-09-13,7:41
21.4,学苑食堂副食三组,2022-10-11,17:40
24.0,美食林川蜀源烤鱼,2023-04-12,11:25
12.69,阳光副食二组,2023-03-12,11:55
3.8,紫丁香餐吧主食一组,2022-10-22,11:14
15.8,阳光小是小简餐,2023-04-18,17:36
10.0,民族餐厅铁板料理,2022-11-23,19:41
10.6,学苑食堂副食三组,2022-09-08,11:32
3.7,学苑食堂副食三组,2023-04-21,8:17
6.2,学苑食堂包子,2022-10-01,11:51
42.77,民族餐厅旋转小火锅,2022-08-21,19:01
10.6,学苑食堂副食三组,2022-10-15,12:01
18.0,学苑食堂香恋香拌砂锅,2022-11-12,11:44
14.19,美食林小猪憨尼麻辣烫,2022-10-01,17:30
11.0,美食林东农豆坊,2022-11-10,11:59
7.2,友来副食一组,2022-10-15,8:18
17.0,美食林阿咪酱骨扒肉,2023-02-03,11:36
17.0,淘乐水果捞店,2023-04-12,12:45
24.6,紫丁香餐吧机器人收银组,2023-02-15,16:57
5.2,友来副食一组,2022-10-20,8:19
13.28,阳光副食二组,2022-09-07,12:14
10.23,学苑食堂包子,2022-11-14,17:11
27.0,阳光川蜀源烤鱼,2022-10-22,17:37
12.76,美食林小猪憨尼麻辣烫,2023-03-13,12:41
10.0,美食林阿咪酱骨扒肉,2022-09-09,11:57
29.0,民族餐厅铁板料理,2022-11-13,11:29
26.71,友来副食一组,2022-10-16,7:55
9.0,学苑食堂重庆小面,2022-10-13,17:34
49.0,紫丁香餐吧主食一组,2022-09-04,17:27
17.4,民族餐厅山西饸饹面,2023-03-22,13:28
12.0,学院食堂陕西名小吃,2022-08-21,17:49
16.0,紫丁香餐吧机器人收银组,2023-02-23,17:42
10.58,阳光副食二组,2022-11-06,17:13
3.0,学苑食堂包子,2023-03-09,17:50
30.0,阳光川蜀源烤鱼,2022-10-10,12:13
7.6,学苑食堂副食二组,2023-03-05,12:48
13.25,紫丁香餐吧机器人收银组,2023-03-30,11:58
17.7,紫丁香餐吧机器人收银组,2023-03-04,17:50
10.0,美食林那小味面馆,2023-03-02,18:46
11.0,学苑食堂副食一组,2023-02-20,11:40
13.0,学苑食堂香恋香拌砂锅,2022-10-28,17:40
12.0,学苑食堂香恋香拌砂锅,2022-11-21,18:09
4.24,美食林海南鸡饭,2022-11-04,17:56
12.23,美食林小猪憨尼麻辣烫,2023-03-24,11:58
36.0,美食林那小味面馆,2023-02-23,17:52
7.2,学苑食堂副食三组,2023-03-15,7:52
26.11,阳光小是小简餐,2022-12-05,11:43
14.49,学苑食堂副食一组,2023-03-22,17:21
21.8,学苑食堂副食一组,2023-04-22,17:27
12.5,阳光副食二组,2023-04-24,17:43
10.0,学苑食堂重庆小面,2022-11-02,19:17
2.3,学苑食堂副食三组,2022-10-20,17:56
23.76,阳光副食二组,2023-02-10,11:46
15.0,民族餐厅山西饸饹面,2022-12-06,18:34
7.0,美食林陕西刀削面(川无界),2022-10-14,18:14
19.0,美食林老上客砂锅,2023-02-10,12:36
54.7,紫丁香餐吧机器人收银组,2022-10-03,11:11
17.22,阳光副食二组,2023-02-28,17:22
12.78,阳光副食二组,2022-09-14,17:48
13.73,阳光副食二组,2023-02-28,17:45
21.26,阳光副食二组,2023-04-04,17:26
4.5,友来副食一组,2022-10-25,7:56
13.0,民族餐厅金家店,2023-03-15,13:25
4.7,友来副食一组,2022-10-07,7:55
22.0,美食林阿咪酱骨扒肉,2023-04-17,11:48
13.52,阳光副食二组,2023-04-25,17:26
10.56,阳光副食二组,2022-11-01,17:33
38.24,阳光副食二组,2022-12-20,11:16
14.76,阳光副食二组,2022-10-03,17:18
7.2,学苑食堂副食二组,2023-03-11,7:50
36.0,美食林东农豆坊,2023-02-28,11:30
33.0,美食林90后串炒饭,2022-12-20,18:30
33.0,紫丁香餐吧副食一组（中西套餐）,2022-08-21,11:37
2.62,友来副食一组,2022-11-28,7:46
7.0,学苑食堂主食三组（面条）,2022-09-07,18:19
24.0,民族餐厅山西饸饹面,2022-10-28,16:46
30.0,学苑食堂副食三组,2022-09-07,17:31
18.0,学苑食堂副食三组,2022-08-22,20:09
11.0,美食林阿咪酱骨扒肉,2023-03-16,19:18
10.2,学苑食堂副食三组,2022-10-06,18:13
20.39,美食林小猪憨尼麻辣烫,2022-10-06,17:24
39.4,学苑食堂副食三组,2022-10-23,11:09
28.9,美食林东农豆坊,2023-03-09,11:52
14.8,学苑食堂副食一组,2023-03-07,12:12
16.0,学苑食堂包子,2022-11-21,11:00
15.88,美食林小猪憨尼麻辣烫,2022-11-15,11:25
13.0,阳光川蜀源烤鱼,2022-11-22,12:00
11.0,美食林阿咪酱骨扒肉,2023-03-23,11:20
14.0,美食林阿咪酱骨扒肉,2023-03-18,11:42
16.8,美食林阿咪酱骨扒肉,2023-03-02,17:40
11.18,阳光副食二组,2022-11-14,11:17
26.0,学苑食堂包子,2022-11-18,11:26
13.25,阳光副食二组,2022-11-22,17:19
28.0,阳光川蜀源烤鱼,2022-09-10,17:33
12.94,阳光副食二组,2022-10-22,17:36
22.0,美食林阿咪酱骨扒肉,2023-03-19,12:15
10.8,学苑食堂副食一组,2023-04-19,11:40
10.4,学苑食堂副食三组,2022-09-21,18:00
32.0,民族餐厅山西饸饹面,2023-02-03,11:15
36.77,美食林真牛铁板,2022-10-08,16:41
16.0,民族餐厅山西饸饹面,2022-08-26,16:50
12.0,美食林阿咪酱骨扒肉,2023-03-10,11:42
14.13,阳光副食二组,2023-03-01,11:53
10.73,阳光副食二组,2022-11-14,17:32
34.0,美食林阿咪酱骨扒肉,2023-03-24,17:24
10.9,学苑食堂副食三组,2023-02-14,17:33
