amount,merchant_name,date,time
12.0,百味佳主食二组,2022-11-14,11:40
12.0,民族餐厅旋转小火锅,2022-11-24,17:16
10.0,学苑食堂重庆小面,2022-10-17,17:09
20.0,紫丁香餐吧副食一组（中西套餐）,2023-04-04,18:07
20.0,美食林阿咪酱骨扒肉,2023-03-10,11:15
16.0,美食林老上客砂锅,2022-11-26,18:03
12.28,阳光副食二组,2022-11-26,18:28
28.0,阳光主食一组,2022-08-02,11:29
12.3,美食林真牛铁板,2022-10-12,11:40
17.0,学苑食堂重庆小面,2022-07-10,17:40
13.3,紫丁香餐吧机器人收银组,2023-04-06,11:48
4.5,学苑食堂重庆小面,2023-02-04,17:51
4.5,学苑食堂副食三组,2022-10-03,11:13
14.1,美食林小猪憨尼麻辣烫,2023-02-02,11:07
13.96,阳光副食二组,2022-11-04,18:11
32.34,学苑食堂重庆小面,2023-03-16,7:46
23.18,学苑食堂副食三组,2022-09-24,11:50
12.0,学苑食堂香恋香拌砂锅,2022-10-01,18:13
2.69,学苑食堂副食三组,2022-10-09,10:51
12.53,阳光副食二组,2022-10-16,17:30
20.0,学苑食堂副食三组,2022-09-22,11:48
15.0,美食林美美卤肉饭,2022-11-12,11:40
7.6,民族餐厅旋转小火锅,2022-09-29,11:19
4.1,学苑食堂主食二组,2022-11-09,11:29
10.0,学苑食堂主食三组（面条）,2023-04-22,11:12
11.0,学苑食堂重庆小面,2023-04-24,16:54
4.7,学苑食堂副食三组,2023-02-08,7:51
12.63,百味佳主食二组,2022-09-20,17:23
7.0,学苑食堂包子,2022-07-16,17:47
7.7,学苑食堂副食三组,2022-08-21,7:56
12.8,学苑食堂副食一组,2023-03-27,17:10
8.7,友来副食一组,2022-09-28,7:43
35.0,一区饺子园主食一组,2022-08-05,16:46
23.4,紫丁香餐吧机器人收银组,2023-04-15,12:27
28.0,学苑食堂副食三组,2023-03-22,11:51
29.4,紫丁香餐吧机器人收银组,2023-02-06,17:36
10.25,阳光副食二组,2022-08-04,16:50
17.78,阳光副食二组,2022-12-24,16:56
11.0,民族餐厅山西饸饹面,2022-11-07,21:20
12.8,美食林铁锅焖面,2022-10-04,11:38
20.0,学苑食堂重庆小面,2023-04-17,11:51
14.0,学苑食堂副食一组,2023-02-07,17:36
