amount,merchant_name,date,time
22.58,阳光副食二组,2022-11-18,17:30
17.96,阳光副食二组,2022-09-07,11:53
18.4,紫丁香餐吧机器人收银组,2023-03-21,17:40
2.32,民族餐厅铁板料理,2022-11-27,21:20
14.56,阳光小是小简餐,2023-02-19,20:36
4.7,阳光主食一组,2022-09-08,7:43
20.0,美食林川蜀源烤鱼,2023-03-17,19:29
18.0,学苑食堂包子,2022-11-08,17:06
10.0,美食林阿咪酱骨扒肉,2022-08-22,11:36
42.4,紫丁香餐吧机器人收银组,2023-04-24,11:57
16.69,阳光副食二组,2022-11-28,11:37
26.0,学苑食堂副食一组,2023-03-28,17:18
26.6,阳光小是小简餐,2023-02-28,12:17
30.0,美食林阿咪酱骨扒肉,2023-02-26,11:30
25.0,学苑食堂包子,2022-11-18,18:02
12.8,民族餐厅山西饸饹面,2022-11-10,16:22
31.0,学苑食堂重庆小面,2022-09-23,17:49
32.8,学院食堂陕西名小吃,2023-03-09,21:57
13.0,学苑食堂重庆小面,2022-10-17,18:18
13.8,学苑食堂重庆小面,2022-11-22,17:02
32.54,阳光副食二组,2022-10-29,11:53
9.5,学苑食堂副食三组,2023-03-11,7:48
46.0,学苑食堂副食三组,2022-11-07,11:09
13.9,阳光副食二组,2022-09-29,11:27
40.0,美食林阿咪酱骨扒肉,2022-11-23,11:21
15.0,民族餐厅铁板料理,2023-04-15,11:36
24.0,美食林东农豆坊,2022-11-10,11:45
17.0,民族二餐厅五谷鲜渔粉副食二组,2022-10-24,18:03
21.0,民族餐厅铁板料理,2023-03-03,11:48
20.4,美食林阿咪酱骨扒肉,2022-09-08,17:13
12.09,紫丁香餐吧机器人收银组,2023-04-14,10:57
17.0,美食林小猪憨尼麻辣烫,2022-12-19,17:00
6.0,美食林阿咪酱骨扒肉,2023-03-19,11:43
22.71,学苑食堂包子,2022-09-07,12:41
10.0,学苑食堂包子,2022-08-05,17:20
5.0,学苑食堂副食三组,2023-04-10,11:43
14.56,阳光副食二组,2023-03-03,17:23
3.2,学苑食堂副食三组,2022-10-14,7:56
29.4,民族餐厅铁板料理,2022-10-17,17:39
10.0,学院食堂陕西名小吃,2023-02-25,17:34
10.31,学苑食堂副食三组,2022-11-19,17:44
58.5,学苑食堂副食三组,2022-10-02,12:36
3.7,友来副食一组,2022-11-04,7:53
10.7,紫丁香餐吧机器人收银组,2023-03-20,17:01
4.2,学苑食堂副食二组,2023-03-11,7:40
18.0,美食林老上客砂锅,2022-11-10,17:22
13.55,阳光副食二组,2022-10-30,11:34
17.2,学苑食堂副食三组,2022-10-26,12:16
15.5,紫丁香餐吧机器人收银组,2022-10-11,17:30
25.0,学院食堂陕西名小吃,2022-10-02,12:56
12.0,学院食堂陕西名小吃,2023-04-21,11:42
23.0,民族餐厅金家店,2022-10-10,17:20
14.64,阳光副食二组,2022-10-05,10:49
16.1,美食林海南鸡饭,2022-09-09,17:57
7.9,阳光川蜀源烤鱼,2022-10-23,17:41
11.18,阳光副食二组,2023-03-04,18:00
8.0,学苑食堂主食二组,2022-11-20,11:43
21.76,美食林小猪憨尼麻辣烫,2022-08-21,11:44
44.71,美食林老上客砂锅,2022-09-26,17:30
42.0,民族餐厅金家店,2022-08-19,7:41
24.0,学院食堂陕西名小吃,2022-08-21,11:29
8.0,友来副食一组,2022-10-05,12:59
26.0,阳光川蜀源烤鱼,2022-09-21,16:46
14.1,阳光副食二组,2023-03-11,12:43
16.0,美食林老上客砂锅,2022-11-16,18:09
13.76,阳光副食二组,2023-03-11,17:40
11.18,阳光副食二组,2023-03-28,10:45
22.0,民族餐厅山西饸饹面,2022-09-09,20:31
16.03,阳光副食二组,2023-03-10,12:23
28.0,美食林阿咪酱骨扒肉,2023-02-04,11:45
33.0,阳光主食一组,2022-10-15,17:49
14.4,紫丁香餐吧机器人收银组,2022-07-03,17:21
11.0,阳光川蜀源烤鱼,2022-11-03,17:23
21.8,美食林榆林镇筋饼,2023-04-01,17:44
37.0,阳光川蜀源烤鱼,2022-11-30,17:33
10.0,美食林老上客砂锅,2022-10-19,16:54
21.98,百味佳主食二组,2022-12-09,19:39
2.67,学苑食堂包子,2023-03-23,7:44
4.7,学苑食堂副食二组,2023-03-04,7:47
2.26,学苑食堂副食二组,2023-04-09,7:50
14.9,美食林小猪憨尼麻辣烫,2023-03-19,18:05
25.15,百味佳主食二组,2022-12-19,7:44
13.0,学苑食堂重庆小面,2023-04-04,17:22
33.18,阳光副食二组,2022-11-21,11:02
10.0,学苑食堂副食三组,2023-02-20,17:21
24.0,美食林海南鸡饭,2022-09-22,17:22
18.0,美食林蜀香麻辣烫(川香麻辣烫),2022-11-21,17:32
6.0,紫丁香餐吧机器人收银组,2023-04-22,11:37
46.21,紫丁香餐吧机器人收银组,2023-02-14,11:52
16.13,百味佳主食二组,2022-10-03,17:28
42.0,民族餐厅山西饸饹面,2022-10-06,18:16
10.0,美食林阿咪酱骨扒肉,2022-09-25,11:40
16.0,学苑食堂香恋香拌砂锅,2023-04-24,11:38
27.27,美食林小猪憨尼麻辣烫,2023-04-24,18:07
4.7,阳光主食一组,2022-10-25,13:32
12.4,紫丁香餐吧机器人收银组,2023-03-10,11:42
8.2,学苑食堂副食三组,2023-03-16,7:49
31.0,学院食堂陕西名小吃,2022-11-15,17:21
3.2,学苑食堂副食二组,2023-03-04,8:11
5.66,阳光副食二组,2022-08-13,11:27
32.0,紫丁香餐吧机器人收银组,2023-04-03,11:29
32.0,学苑食堂重庆小面,2023-04-15,17:21
14.0,美食林那小味面馆,2023-03-04,17:20
37.23,阳光副食二组,2022-09-27,13:20
2.7,学苑食堂副食三组,2022-09-30,8:10
16.96,阳光副食二组,2022-10-15,17:11
19.8,学苑食堂香恋香拌砂锅,2023-02-27,11:34
32.0,美食林阿咪酱骨扒肉,2023-04-14,12:21
2.49,学苑食堂副食二组,2023-03-15,7:47
13.6,学苑食堂副食二组,2023-04-12,12:54
12.0,民族餐厅金家店,2023-02-18,17:40
9.0,回味斋一餐厅副食一组,2022-08-28,11:56
13.3,阳光副食二组,2023-03-12,18:01
7.0,美食林陕西刀削面(罐罐面),2022-11-21,18:16
21.2,友来副食一组,2022-10-14,11:12
15.99,学苑食堂副食三组,2022-11-06,11:03
9.4,友来副食一组,2022-10-19,7:45
2.6,美食林肠粉,2023-04-25,17:26
18.4,紫丁香餐吧机器人收银组,2023-03-30,17:39
12.2,美食林阿咪酱骨扒肉,2022-11-28,17:57
12.0,民族餐厅铁板料理,2022-11-23,11:55
23.8,学苑食堂包子,2023-02-07,12:11
22.7,友来副食一组,2022-09-23,7:59
17.93,阳光副食二组,2022-08-14,12:30
10.92,美食林小猪憨尼麻辣烫,2023-04-25,17:17
24.0,民族餐厅铁板料理,2023-04-24,11:22
12.0,学苑食堂香恋香拌砂锅,2023-04-19,11:58
18.0,紫丁香餐吧机器人收银组,2022-11-10,17:18
37.0,学苑食堂香恋香拌砂锅,2022-08-06,12:48
14.46,阳光副食二组,2022-09-09,11:57
22.4,学苑食堂副食三组,2023-03-04,7:45
14.8,美食林阿咪酱骨扒肉,2023-03-23,11:32
26.78,紫丁香餐吧机器人收银组,2022-10-07,7:53
2.24,友来副食一组,2022-09-01,7:55
13.0,学苑食堂香恋香拌砂锅,2022-09-03,11:36
6.0,学苑食堂副食二组,2022-11-22,11:33
7.0,学苑食堂副食三组,2022-09-09,11:33
14.0,阳光川蜀源烤鱼,2022-11-15,11:49
11.0,美食林阿咪酱骨扒肉,2023-03-04,11:41
14.2,学苑食堂副食三组,2023-02-22,16:40
12.0,美食林老上客砂锅,2023-04-19,16:42
29.0,学苑食堂副食三组,2023-03-20,17:41
47.6,友来副食一组,2022-10-16,14:38
26.0,学苑食堂香恋香拌砂锅,2022-12-27,17:48
20.0,美食林肠粉,2023-04-11,12:35
13.0,民族餐厅山西饸饹面,2023-03-17,11:33
10.0,学苑食堂副食三组,2023-02-16,11:35
23.47,学苑食堂副食三组,2023-04-14,11:44
15.24,阳光副食二组,2023-04-13,11:21
29.85,美食林海南鸡饭,2022-10-18,17:14
22.64,美食林小猪憨尼麻辣烫,2022-11-09,17:22
8.0,学苑食堂副食二组,2023-03-16,17:54
24.73,阳光副食二组,2023-03-24,7:41
26.0,学苑食堂香恋香拌砂锅,2023-03-08,17:28
10.5,学苑食堂副食二组,2023-02-28,11:28
12.0,阳光川蜀源烤鱼,2022-09-02,17:37
14.0,学苑食堂重庆小面,2022-09-23,17:34
8.0,学苑食堂副食三组,2022-11-28,10:57
7.0,美食林海南鸡饭,2022-09-03,12:10
23.42,美食林海南鸡饭,2022-09-24,12:34
10.0,美食林老上客砂锅,2022-09-10,13:29
10.46,阳光副食二组,2022-11-05,17:26
11.79,美食林小猪憨尼麻辣烫,2023-04-25,17:27
2.68,学苑食堂包子,2022-11-22,11:40
24.12,阳光副食二组,2022-09-13,17:27
16.0,学苑食堂香恋香拌砂锅,2022-09-24,18:16
10.0,美食林海南鸡饭,2022-10-24,11:43
6.5,学苑食堂副食三组,2022-10-29,17:57
10.5,紫丁香餐吧机器人收银组,2022-08-15,11:23
17.4,紫丁香餐吧机器人收银组,2022-09-15,17:01
19.0,学苑食堂副食三组,2022-10-19,10:55
8.5,学苑食堂包子,2023-02-16,17:53
14.0,学苑食堂副食三组,2022-09-30,12:10
7.0,学苑食堂重庆小面,2022-11-09,17:31
15.43,美食林小猪憨尼麻辣烫,2023-04-11,17:58
28.0,学苑食堂副食三组,2023-04-08,12:04
24.0,学苑食堂副食一组,2023-04-21,11:41
3.9,友来副食一组,2022-10-23,8:10
2.29,紫丁香餐吧主食一组,2022-11-07,17:24
7.7,学苑食堂重庆小面,2023-04-07,17:11
14.0,民族二餐厅五谷鲜渔粉副食二组,2022-08-16,18:04
13.38,美食林小猪憨尼麻辣烫,2022-08-08,17:20
14.23,美食林小猪憨尼麻辣烫,2023-04-22,11:51
54.17,美食林小猪憨尼麻辣烫,2023-03-14,17:27
11.2,美食林海南鸡饭,2022-10-18,11:55
16.45,阳光副食二组,2022-10-06,11:48
34.0,民族餐厅铁板料理,2022-09-13,8:20
12.6,学苑食堂包子,2023-04-12,11:40
3.1,学苑食堂副食三组,2022-09-02,17:23
4.4,学苑食堂副食三组,2023-04-08,7:57
13.0,阳光川蜀源烤鱼,2022-11-26,17:46
6.7,学苑食堂副食二组,2023-04-15,17:53
14.0,阳光川蜀源烤鱼,2022-09-03,13:20
13.0,学苑食堂香恋香拌砂锅,2022-09-17,11:46
11.5,紫丁香餐吧机器人收银组,2023-03-13,17:20
3.68,阳光副食二组,2022-10-12,11:06
8.0,阳光川蜀源烤鱼,2022-10-12,17:52
19.0,美食林老上客砂锅,2022-12-15,18:09
12.47,美食林阿咪酱骨扒肉,2023-04-24,11:57
13.0,民族餐厅金家店,2023-04-24,12:15
17.4,学苑食堂香恋香拌砂锅,2022-08-22,17:34
19.21,学苑食堂副食三组,2022-10-02,11:52
13.2,阳光副食二组,2023-02-18,18:03
11.0,美食林那小味面馆,2023-02-07,12:04
2.29,学苑食堂副食三组,2022-09-05,7:55
18.0,民族餐厅山西饸饹面,2022-08-09,18:03
12.1,美食林小猪憨尼麻辣烫,2022-08-27,17:33
8.0,阳光萌锅蒸饭,2022-09-07,17:34
3.4,阳光副食二组,2022-10-23,11:30
24.18,阳光副食二组,2022-11-09,18:19
10.66,阳光副食二组,2022-11-25,17:48
37.9,紫丁香餐吧机器人收银组,2023-03-19,12:40
11.58,阳光副食二组,2022-10-16,11:10
15.98,美食林蜀香麻辣烫(川香麻辣烫),2022-11-30,17:44
11.2,紫丁香餐吧机器人收银组,2022-09-08,11:32
26.0,学苑食堂铁锅焖面,2023-04-21,11:45
2.25,学苑食堂副食二组,2022-10-11,11:58
27.0,学苑食堂香恋香拌砂锅,2022-07-03,11:34
12.0,民族餐厅金家店,2023-04-06,11:48
27.64,阳光副食二组,2022-11-09,10:41
15.1,紫丁香餐吧机器人收银组,2023-04-12,17:34
42.0,民族餐厅金家店,2023-04-16,11:41
14.0,回味斋一餐厅副食一组,2022-08-21,11:50
12.8,淘乐水果捞店,2023-03-15,17:20
23.11,美食林小猪憨尼麻辣烫,2022-10-25,11:37
